id,sentence
2919291,lau hiann ti ah puah loo to puah loo khi ah koh m thang tua se siann
2931209,koh hit tsam pi tsit tsun jit tsi ke lua hing hok leh
2995543,long hoo se hong gui the khuann tso si si tsing khan tui gua tsing tshik khah lok lip tsik kiat e liau hian
3018066,kiat hua tui khong e hoo tik khi sit si po tsing ni ka ki tsiah ka phua kah e huat lik
3037760,gua e sim
3044652,i lai kau koo hioh e ta lai
3091038,ma mah bo peh thiann li
3093659,an ne siu kai u e bo bun te poo hun kho ling u bun te
3115433,ah lin e gua thoo lui si li long tioh gua e neh
3137634,peh tann khong ka ki iah gam tsioh iu ka ting kin kong theh tse ui ku ko
3140469,tsit e ki khi lang e thih thih e se si iong h ts thih e se ah si thah kho tshong thuh tso e
3145309,thoo kha tu jiu ho u liu siu tioh senn ji liau liau a kiann
3169009,ki e pue hu penn e be te
3178831,tshiann mng e te to tsit ku e kong huat lan tai gi be an ne kong
3211378,mui tsit e lang long si tok lip emui tsit e lang long u ka ti e sing uah king giam kah ti sik
3230934,thng siunn tinn gua bo se ji tsiah tioh li e khoo
3232546,i ka te sann liap inn a ma tsiah tsiah loh khi na tsiah kann na o loh kong uah gua tsu tshut si kau tann m bat tsiah tui tsiah ni phang e inn a neh
3253943,kiam thiann tsiah kah khau khau khio
3267804,lan tsit tsun khi tua kuan an ne kong uah tshiann
3295270,khi lai tsa boo ho
3305210,kak hue a li u iann iu iann tsiok sui e liok bun long tsiok him sian tsiok kah i li liok un thong sann khui tshui ka o lo
3317495,ti jit pun sa kuah a khui e hit tang tsun kui phiann ang ki ki kai sui
3384897,ah beh
3404058,tsap ji pue a siak phua kam u iau kin
3422133,thau tsing kong kui tioh pi sai teh sia hioh uan na si nua thau lan to m si to leh go ah si u iann hiah iau i hia e tsiong kim
3447981,ho hun ah
3470920,li tso ho e phi phi tsi sing kia tsit hun hoo gua phinn phang tsit e ho bo
3483233,koh leh khi sing te uah beh loo si
3494380,phinn i hiong e sng tshoo sin liah thang hue e pang hoo tshoo tsong e u hit kang siok li phoh si gua e bang
3513041,o ta tshai
3516779,li e phue hu bong khi lai iu iu iu be sun a gin a leh
3520359,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
3523962,a khan a
3535048,khah tsit pai thinn beh pue gua
3537894,ma tshah khui e hiunn tong jian tshi he ku
3605681,gua a put a e ing tsit su
3618546,tshiu lai theh hit tiunn phue tsua na thak bak sai na thok thok ti
3667746,i tshiann gua bo nng bai to khang khue ah
3689268,na gua ko sann pe giap e ing gi tsuan giap thang nng ni
3699970,in tau e tian hue long uah e long i ti e ke tsiann kng e
3740638,tsan sing tsia o lo i kiann u sit loo suann m koh tiong loo tong tiunn kok hue ka te tse
3754174,te i tsinn kuai leh tue ang tsau ah
3759954,li kam iau koh u ki thann e hong huat lai tso tong siu huat
3826063,i tsing li tai gi su lui tso u si tse si tua kang king ma su liau siong se e kui ue
3835742,he tian tong tshia honnh tsau be tin tang in kai si bo tian a ai ka bat te li theh tshut lai tshiong tian tsit e
3911163,tsit hoo hoo gua koh ling kui pue ah ho bo
3949192,kiat khuann ni tai khuann kut e tsu liau khoo ma khai si khi tai uan thiong khoo ting soo tsai kian lik
3982394,lan kin lai tsiah png ah
4002232,oo too bai si tsiann ping siong e khau thong kang khu tsuan tai uan se bo lang e hiau khia oo too bai e
4141604,li e hak giap khah iau kin
4182998,tiam tiam tit pinn a tso bo su jin
4189247,ke lang bio khau e thian pu lah siong u mia
4212496,li tsit e ho te neh
4217463,tsit siang bue a
4309557,li kik lun tso tsiann kong oo pang a e iu tiam si i tsu tiong su iong king tse kah gua kau e lik liong
4326594,si an tsuann in e tang khuann bian tsinn e long be iong jit ah
4331509,mai ging a lang u hinn bo tshui m ho oo peh ng
4336860,lai hang lang to loh u sing kui gua hang e koo ua ok tsiah tsiah
4381350,bian koh pian han kah ni te li tsinn to hai gua lah
4412195,i kiann kah bin sik e sut sut
4414149,in a jit e tian hun kng honnh kann e sai siann li the gua ka si kua a kong tshong ai nai khi in e ui a ho bo
4429397,li sian thiann su khi lan kheh tioh a
4457974,tse to tso sing m na si kann gak siunn kheh kui iong siunn kuan kuan li siunn khun lai nia nia tsiah tse lang hit kuainn
4521894,tsit ma ma si kang khuan ah
4537848,tsio gua tsit kha su li pah phah kat tsua
4552098,gua khi lai tshia tsue kin tsiah ka si liap thai giap tsuan koo hua kue
4569283,li tshiu ng lik khi lai sun sua ka li pong hui ap
4629126,a jiong sim ka ki it ting phainn e tioh lang ping iu
4649276,ui tioh siau loo tshi tiunn tua lat thui sak kik tuan e siau hui tsu gi hoo lang tsit si a to sui tiau ti bo pit iau e khai siau
4668505,a tsui peh a sang hoo gua sann tsap pau thng a
4669074,li hit lo ga su kam u kuann e u ga suh bi tsau tshut lai
4670610,tsit te phang lai te khu li mu iau khah sio siogin a lang hun ai tsiah e
4683343,aih iohh
4738641,tso tsit kua sin the bo tiann e ka i e tai tsiphoo phoo thann thann tsiong i tsing gik thai sin the e giah
4740471,sann siunn tsit tua toh khi khu
4756797,hai kuan thong gueh liau au tsiah khi hau ki sik sio tan si kan na u khah liong e tang khi seh bian sue ke
4798144,gua hoo i loo leh ah
4832007,in to si bo ting soo phi tsiah e tak tai long e lau kau mih kiann
4857311,sin lun te tshiann kai sueh tsok tsia soo kong lu sing m si tshut si to tsiann tso lu sing si hong kau iok tso lu sing e tsit ku ue e i ham tsap hun
4887436,tan si
4896376,tshi tso tai gi bun bun ku e hun khiah pha senn li iong i huat tshiu pha senn tshui kai tsin ki su kah phue e tsik khah kut
4908017,gua e khi tian iann i
4929393,a bu gua iam si tsann hue gin a na e be hong sim
4931486,ong hai thai lin sin pu sit tsai tsin gau tsu kah kui to phang kong kong
4947445,li thau mng tshui tshiu peh lau khok khok ah iau koh siunn beh kah lang tshua sui boo ooh
5036982,me li siunn kheh khi ah
5056317,piau tai ka ti e tsu tiunn tshu bi ah si kong si kua tshio khue
5060932,tioh ai pe bu tsu hun ai u jin ke lang kai siau kli hoo tsa poo ah m tsai hing a hoo luan luan kau
5065403,tng lai ah
5082688,ng ping iu liam mi to beh lai ah tsiah ma huan li theh gua iu be tsit kua mih kiann tshiann lang tsiah
5114319,nng e lang hiah ni ho suah kiann kau bue bo ua kho ai tshin tshiunn sap bun phue tsing hun na e tsiah ni poh
5145207,hiong hiong u tsit e lang ka i ioh tsing sin i bak tsiu ngia kim khuann tioh tsit e bin tshiunn tsiok bai e tsa poo lang tsiann tua siann ka huah
5161983,li ka sing uah e kiong sim khng i to ui bo tai tsi thang tso e si li kam e khang hi tsit e lang e si
5175224,tsit tsun hoo lan theh lai liah siu khi e tsiau a
5180973,tui in tshu lai e hiong tik si siann khuan in ko huan e si sing teh an tsuann
5187653,tiong koo m thian hoo bi kok e tshit tshit en kiu ke tse e penn tok sam thut luh
5199454,ai ia m si hannh
5262164,khui na e bo kuainn a
5262226,li khuann mui tsu ooh tsiah gau khinn ke tsit ma tsing hui tsiah bat tai tsi gua tui tan ka u kau tai ah lah
5265853,u i guan ah si u kho ling ti li khong it liong ni tsham suan tsong thong e kiong ho tong jin su
5278409,kiann bi kok i long kiann uah sa u ti kho ka ti bi kok tsue kin ka i long kai sian kuan he i king in khi tsit khuan
5303777,tsiah ping khui mng loh tshia tsin tsing tshiann tsu i tshia siunn kah gueh tai tiong ng e phang m thang lak gueh phang tit
5367259,li na koh kiam ji sann tsap hue ah honnh gua tsiah thau hoo li tsiah
5375914,i kai piak kian siau tai i sing thau kiat kim kong kong hue loh ing e poh iann kim hoo phenn liau liau
5409792,mng kiann kuann hoo ho ooh
5416794,au piah na e bo lio kui hue kah then tiau leh kho tiam niau ku e tshiu giap hoo gu thiong sim kam kak an ne lua puh
5426392,kin leh kin leh a ha puann loh khi ah
5457111,mh hah hah hah
5458367,tsit uann thoo tau thng khong kah mi inn mi inn mi tsiann ho to lau
5479445,eh ah li tsiah ka gua kai mia lah a lin le kio tse tsio a kau lah
5512217,soo ngi tshiu ki a kam u ho iong
5535176,hut hng tsiah niau
5586306,sin niu sin niu sui tang tang kho te ho ho bo phua khang si long kuai a khang kuan kuan kiann sun tai tai tiong tsiong guan
5671133,kong bo nng tu si beh khi khah tang tshiu ah
5678010,ling gua hun si kiam tshai iong kan hua e su lui kan na hun tua lui tong su nia su hing iong su ting ting
5684091,ing am gua tsiah kah li lian lok
5738755,thinn khi tua huann thah tsit liap oo bah khah ho
5756781,heh heh
5784654,i tshih tshih tshng tshng teh hap li tng long bo thiann e
5808321,siunn khuann mai kong khuann mai le a kah iunn a tsha ti toh
5819510,a pah mai kha thau pai m kann
5827454,a sui kam moo ah mai tsok li the i tshing ka
5836953,in e put buan koh kah lai tsu san tsia e tsng kha e put buan hue hap tui sia hue un ting tso sing thiau tse
5844820,a te
5845517,i si tsit e tsin gau sit e sian sinn lang
5852782,i ui tioh phio bang e king lian kong ong po tshuan ka si bing hui si thau tsit tshut tai uan lang hip e tua ki phinn tian iann
5863299,tsai ping e hai ni a gua si huat thai ko nua lo senn thau khuann bue khue khang phoo siunn gua i koh tship tsuann khuann tioh gua beh khi tse bo hue
5866760,ping siong si khang khue tso kah puann me tsiah png kuan si na phue tian nau
5870136,tsit ma si guan tsu in tsok ging bang ui lai kheh kah gi tai gi long u khi hue
5893431,tsu mue hoo gua tsiah
5922588,lai tsiunn kua
6051987,khang ke a lai king to tsit e suan hang siong tho tong
6073319,a te si gua
6083243,ng sing phinn e ian guan tso khi lai ma bo kai khuai lok loo pinn e ke iu kui jit ing sian sian
6093391,si lah pun tsai iann m tioh ah lah
6150588,tsit put ko tse kah lian ping lai te ki thann tong phai e i kian u sio khan lian
6209090,phak koh tua liap e inn hau tsit liap tsit khah gin nng liap nng ko gin sann liap tsiah teh tsinn ooh u khuann e tshiann khi in tsit kua kiann loo lang e tsu i
6264694,in ui siam pi oo too bai suah tsing tioh ang moo thoo hoo nua kiau tshia e tshia thau thap oh tsit e tsin giam tiong
6264813,tsan e kam moo a lai koh li theh tshiang kah
6286153,kho ling bo huat too tsun si sit le
6298593,tshiann li ti long tsit siann liau au khai si lau ue to sia
6368252,senn ang e kau guan si to tsit e
6378957,ling gua ing ki ing bun e gi liau khoo tso tshut lai e gi su tah phue kai su in at tsi si tai ing su that uan su oh go in ui pin lut tsin kuan tsiah e gi su e gi su tah phue o ph loh lat loh tshut li in oh ma long pai ti tsiann thau tsing
6400270,sit ka lin te tiam leh kong
6502876,e khi tshik tioh lang e i su
6515785,in ui hueh gam tiann tiann su iau hua liau ti liau kue thing hoo i thiann tiuh tiuh
6556685,kio siann mih mia
6558962,ah gua koh lai tsiau hoo lang kheh lah honnh
6563090,heh
6581417,he thai e sai gua iau be tsiah tioh neh ku lang bo huann hi teh tua siann huah
6624379,ah i to kau hoo li tsia koo hannh
6707258,kue hai kuan tsing tsing ku tsui ah si pak khuan tshiau kue tsit kah si si e ik the long ai to tiau u na e kah to a ah si tak e ui tin phin e tshiann tsu long tan tiau be sai tsah khi sian hu ting
6730943,tsit e u thiann sin e a i koh ka in ting se sin khu tsit pai thak ka liau au theh put tau ka put kah tshiunn sin e kang khuan tsing tsha sik tsui u khah sit
6751103,tshin tshiunn tiunn bue kam ho kng ting m tsue tshia hinn gua ma iong su ti lai tso
6766967,tsiah bo huan ian li lah
6776266,gua e tsing khuann lah
6792883,ho i au na si huat sio tshiau kuan nng kang tioh ai sui lai giam tsa oo
6793553,oo bah sng li ho li beh ai e mih kiann ti tsia
6798235,ki hue e ti la gueh te i tsing tat sing hiap i
6812908,iu tong khing sian sinn iu tong khing sian sinn li lau bu tng teh tshue li tshiann kau te ji kui tai sio tan to sia
6827860,gua tsit ma ting tioh teh a tsiunn ke e tshu u ing jiah lai tse lah
6851252,tsiann nng lai e si sin lai kam u guan tsiong e kam kak sin khu na kiann liau siunn kiat
6854041,bo khuann e khai kue sim
6864830,lan gua hiah kenn
6869857,a tsi lang kheh kheh khi khi
6894726,e tsai iann u lang kha tian ue lai kong siang gi tsit ko gueh ti tiam lai lu tsenn si pinn loo tshua bai tsit tshing khoo to sang ho khang
6906433,oh tsiu kong ue mai ti ji khong it ji mi piau huat tong sing hun hap huat phua e gi te tsan sing khai su kah thng khoo
6954659, ing ui bo tshu li han koo sing e bun te soo i e ing iong tioh sit giam giat to e phing tsit
7023153,gua thai ai li soo i tsiah tsiah ni tshong pong
7023161,a an ti a huat ke kai thiam
7035973,thau ke guan a u hiah san X e guan a tshing e lue
7060735,m na si lan hian tai tai gi lang oh thak lian the lai kai e pian tsiah ma hue hue tsit tsiong iong ji huat siunn kue i uat sit tsai put kho tshu
7090102,thennh si u lang kah sueh si m
7112197,tong jio hun hap phua phua to lai khuann o tsiu
7124255,goo tiam ji a ian li ian su tsoo
7178788,to tsit khuan tsin khuann tsue siong hian lian lai leh nng kuai sng khi tshit khuann lai
7186352,tioh ah phai u khau liang tsiah bian sin ah
7296222,iau m koh u lang kui tioh ko jin e li tik phang hong siann beh lai sio tsinn
7301781,lai tse lai tse
7363220, lai khui mng leh
7393800,hit tui ang a boo oh e si tsing hai e pu lu su thau kah tsiann ho khuann
7406413,sau ti tsit gak kang e sin khoo ong sam mng kin ni tsia hue tsiah ting khi tse ui
7430267,gua kong gua e to khuai lah
7468183,a ha a ha a tsiunn peh a tsiunn peh a
7482956,jiak khi
7490227,kau thann iau u tshut tse siau e tang e tuann gin ka ki liok tsa boo gin a
7506721,sann tng hue i au to tso sian a siok m bian tsiah png a hioh
7519845,sim kuann
7529118,a ni tsa hng to kio gua khi be tsit kua liau gua khi huan iu lah
7557447,li siann mih si tsun beh tng khi tai pak
7569712,tso kah e than lu i king pit khui ah ai thak te ue kio sai hu lai uann
7582130,siang khi tau te si ki phian tsi lai ka ting a hiah phoo khui
7596712,te khi li khuann mai
7659382,siong ue khi phinn suah hi e thau tsing tsit puann si ji khong phong kah ni sia tu tu si to tng tshut pan khi tsit tang
7662842,tsui khau leh khi li kho ling ai tau jit lai phang phuh lai phang
7677163,an ne tso kam ok
7697845,hun lian guan oo khenn hiong i huan tinn ah to u tsit king sann kang ni kio ho ah lau tiam
7722475,lan hun sann tsiong tsing hing lai tho lun
7765339,sin tiam tshi tsit ui goo hue tsa poo gin a in ui kui tng iam hiah tshut tua tng phah khang king kue kin kip e tshiu sut tsiah kue bin
7814034,li kiann loo na e kuai kuai kam si khi uai tioh
7823408,bi kok kah Iran ma u kiong tong li ik ki lu Iran tsi tshi e Shia bin ting
7851610,ui tsit e kak too khuann tsu tong gi su tah phue thong keh pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
7862005,kue lai tsit si a lah
7881781,kiann
7967616,tshin tshiunn han lo poo hun e ong lai am kue tsu pun ing kai si tsit e su
8001515,oo sui ah bai ah
8015871,honnh lai lai lai than sio tsiah than sio tsiah
8030489,tsit hang tshai lai te u tsham le bong tioh le bong bi tsin kau tsin phang
8035833,ah beh siann poo
8143885,sat bak a ti tsa tsing si siann mih khuan lang leh tsiah e
8156232,sian se i tsit kui kang liam mi huah kuann liam mi huah luah kam e si tioh ma la li a
8257079,gua hiong i suat bing hit kiann tai tsi
8271238,tshing lang thiann han tsing li an ne kong long kuann kin an na u khuann suann king tsit e khuann tak ke sin lai long am huah tsit siann gua khoo ah suann e tsiah tshiu ping u iann kiam tsit puann khi ah
8275257,li si tui ko ui li tioh tsit tsiah ang a e
8301015,lai kai jip tsoo tsi ah si tse tshai po hing
8328678,sun sun e
8339204,phi of a pi uan sio i phi of a sing phi of B soo i mi of a pi si hu soo
8377883,pio it ka mi kah CR thau tsing sann tsap tsit pah goo pah tsit tshing sann tshing goo tshing e kiong tong su tsoo e soo liong liat tshut lai han lo kah tsuan lo hun khui sng thai tho lun tsit e su tsoo ti mi kah CR nng e thong ke pio long u tshut hian
8385359,in tshai poo tsang kai u tsun tiam liah tshut lai bo siann lang phak
8399794,i sing jin iau koh u tsin nng e loo ai kiann
8402818,u gua khiong poo to tshin tshiunn Clinton si gueh ji kau ti niu iok e kho lun piah lai hak tsit tiunn e suah kong e
8408002,kah gua a pang a u kio
8440970,kong ue i tsing king m thang hi hi tshio
8443788,tse tshe phainn a bin ting u sann e tsiu tsiu sann e sik tsui long bo kang
8474550,siann mih thau loo e pi tsit lo khah ho
8479447,lan tsat ji tsing ka sip teh liu thi oo be be mih kiann khah bo khioh sue
8499845,li tsa khi si a pin tua khi lai khi hue
8520139,hong bun a
8582751,tsiong giap sau kham sik poh ju si tong king ik kiap kiu tshut gu ki tshu kai huai si kia sing thann kai
8584833,li koh u ing khah kau a kau siau thai tsit e lan khi siong su sinn e e a si to tsit siang
8593235,mai an ne lah
8610630,kau tann guan tsu bin e tang iong ka ki e bu gi sia kong bun khah sit si tsuan hing tsing gi koh tsai phua tsit tua poo
8653797,i na si tong suan na e ti iau kiu sit hian sing lok li king tshat tai kik lai kong le i king si tsit e sing li
8683996,tsiok tse lang beh ioh ai lak a e ti siann mih si tsun to tann
8711953,tng tang sin the huat tshut sin sit kong i i king siunn pa li suah kong m koh ke nng koh tsin sui
8716981,tsa mih lang kong li u tsinn beh khuann e si li
8749820,tiam tiam
8761003,ho tshiann
8797571,siunn beh hoo se kai koh khah uan bi siunn beh hoo ka ting koh khah hing hoo siunn beh hoo se mia koh khah tshiong sit soo i
8802651,na bian siong pan to u tsinn gua sui si thau loo
8838999,tak ke tsiah te gua lai sann lau tshut king tua thiann lan li ping ki tshiu siok thuan the hing li thok bun
8894437,si tsiu e sim kha kam e tang tshah ti sann tsiu e tshiu ki a lai bin
8955105,si sit giam poo soo
8961638,tit le koo tsah si tsun pian tong long e khah tsit liap mue a kah tsit te thak khok ang
8991032,uah
8991044,huah tso bu hing tshoo tshu khan ting ti tai uan hian tai si te sann tsap jip ki
9014346,i khennh kui puann poo long khennh bo tham
9039022,na mng kong tsue kin sua loh lai kam koh e u hong thai siong tsio tsit si goo kang si bo khuann e lah guan tsiong ping iu ing kai si beh huan lo
9071241,gua piah tioh tsun pi tai sing tshiang gui ki tsing lang thiann hun ping su au po inn tinn
9114201,siunn beh ka ti khuann VR to ai sing khi be tsit tsoo khah ho e GPU siat pi
9115762,li sing kiann sut khi tan kai ting a
9144397,bo jin ho e kuan he
9146475,li tioh ka png tsiah hoo liau
9197114, ti bih ko oo ti mooh tsing tsok hoo kong tng iang e si tsing tshu bit tsu tong the nia tsham tsuan tsok thong e si tsing tsok phoo kong tng iang e si tsing tshu bit tsu long the nia tsham tsuan tsok thong e si tsing tshu bih tsu tong the nia tsham tshuan tsok thong e si tsing tshu bih tsu tong the nia tsham tshuan tsok thong e si tsing tshu bih tsho thong e si tsing tshu bih tshoh phoo kong e si tsing tshu bih tshoh phoo kong e si tsing tshiu tsong e si tsing tshiu tsong e si tsing tshiu tsong e si tsing tshiu tsong e si tsing tshiu tsong e si
9197825,li tsit e lau kau li kam bo hun
9241803,a san a ba an ne kue ah
9286023,hiong tsing khong
9323655,a lak a phah be hua
9340011,hun ge put tshinn guan tsa boo kiann na u ban it khuann li beh iong siann mih lai pue gua
9439786,kiann gam tsioh iu huat te gin koo theh e ui tu ho
9447104,kha hua tsheh hu tse tsiah khui
9510807,gua kah gua gueh ah thau ke niu si tai pak lai e i tso lang tsin ho
9512191,iu un gian tai han ki tshut hang inn tsu sing kang ting he tsoo li kau siu
9512268,na si tsau kang oo e kua leh to si thong koo na si khit tsiah kua leh to si phiam koo tse si kang khuan bo ka sai hu tsiah tui m thang hoo m tioh khi
9530729,i koh sia kong tng tso phai ti tsuan se kai sit khi khuan ui kau ting iu koh kong ue u siann
9656661,tsin tsing kui kang gua kau tsing tsik e sia tiunn te bi loo s khoo tu ho ma siah bun tsiunn i tshut tsit tsiong tso huat u tsin tse hong hiam ma huat bo huat too king hiong su thai e kiat ko lai po tsing gi kok e li ik sin tsi siong bue ma si tioh the pat lang tshit kha tshng
9695231,an ne lah
9708839,gua koh khi lai to e sai ah
9722265,tan si lai pah hiah ni hok tsap li tshu tshu tioh ai khah se li leh
9729530,ah tsit nia iu tsong tshut sui e
9752115,i tsiok gau kah lang kau pue
9768600,hann
9776843,kho ah inn a i king tsiah liau ah gin a jit to kau sia ui tsi looh hai tsing li an ne ka tak ke kong
9786562,tsit e ah si hit e
9799560,tsu tsia e lang ka i e tsit te thoo tho thi i hiam sing tse thuah to kuann khi sing hoo lang
9863691,tshu lai e khang khue tak tak tih tih tak hang long ai gua tso na tso e liau
9876269,ang e a su te khi tai lang su te khi tai
9977641,tu tsiah kong hng lai u tsiah tse lang ti hia sng thok hiat bong
