id,sentence
1600074, tui Putin lai kong ze tai biau i kiong e tui khong mi kok ka au tiu tit tioh sing li
1616700, oo khua bai tshut lai gua sia e tsok bun si toh si tiam bo ho
1669485,是 leo
1687229,iau kiu khah ho e sia hue tsing tshio
1706797,h
1722532, bo lun lu ho li gua i ging tsit tui ho tsing phuann
1724838,slides sin mun lang tsam e kheo kong tang Gmail boy li ui jin u si tai i gi
1751457,ho lim pe beh kap ui ui khit lai
1857947, gua u khuann tio
1872917,tsiong tian lo e phah tset long si ke kim hun bo siong gua tse
1900349," na si AB tiann tiann sing tui tshut hian, mko A au piah e tsiap B i gua e su, B thau tsing ma kho ling e tsiap A i gua e su."
1906111, tshang long hing a lang koo u a khak gau u a
1950482,uan tsiu si kan tan e be tso ka suan jong
1952173,mai an ne bo dai bo tsi to ka lang phong
1967937,tsit uann prng ling ling
2060315, u lang tit e bo u lang tit e bo ah
2103803,kut sann tso si iok phun
2307601,me liong ing hun tau lang koo thong e si tsun liong siah gi su tau tsu tsit ku lan lia tso e thong e ing u ku m ko kong ing hi e lang ko ling sa ho niau a mng
2324957, Hai ang tai i bun ham bue khan te tsit pah khong hi ki
2330115,tsok ko tsang se ka tiong pang koh tiong min huang tsap tan lai u tu li e liek khoo
2386584,m
2394564,ngun kiann tshing XSL e kam bi sai hoo gun tsi tshing
2445369, lok si li tsit e tua koo tai tsia ka wa senn tsit e khong kiann
2501234, gua e ka akong tshua lai khi tshai tshi a
2548825,kin lai kue liau an tsuann
2596748, ta bong si tshiu na siong sui e si tun bong tsiong it tshe khoo zo tsit hueh bo gua bo li
2600889, jak bi lai hong hiong
2609074,"eoh, tau thau phai mi bo bo pei"
2619738,kha tai tshu huain tsuan ki thang hong le tsong kong sat tun guan hing
2666049,a lin peh a m ho a lah lin zat bo kianh ui tsinn a tsang tiong pah lo lai
2686359,ohohoh a tsit e tua mong hong koh ka ting khah kuan leh
2708885,lianno lai e pihiau si si e sut sut si bai kong siann
2714733,我 kong mi tsit e kong hong kau a khun kong a e bian kai kong a e li tsit ma si siang hai loo a
2726055,lin tioh ai khun khun oo pa
2738050,thai koo ma henn
2767681,lin kiam bo kong kia u si ge jit tsi u siu gua si i kau ma hok ka ling kong yak a khuann ngong i kik sik thang kua lah
2769096, Li iong i e kua siann ka hien a bi miau e suan lut ka ping an ham hing hok thuan tat tshut khi
2791411,bo guat sit e
2796616,sua lo lai beh lai siau kai hue ling ki e an suan set pi to sing mng ti hue ling ki e nang ping sang tso am ti thau ka ting kiu sing i ti i a kha
2852459,hau tiong siau bi tai tsi
2861550, khit ting ai e lah
2863047,sat bak khan tu liau kau tshi i gua ka u sian mih te sik
2897804,e sai ksiang jin e a si bia sai
2919291,lau nian ti ah gua loh to gua loh khi ah tiah m thang gua sue tsiann
2931209,ko a hit tsam pi tsit sun ji tsi ke luah hing hok leh
2995543,longhou se hong ui the khuann tso sin si jing kuan tui gua tsing tshion khat koo lip tsik kiok to piau hian
3018066, tia hua tui khong mong kik ki si si po tsing ni ka ti tsiam pak koo ka e huan liak
3037760, gua e sim
3044652,i lai kau kong hiu e ka lai
3091038, kha ba guo khe kha li
3093659," anneh siu kai u e bo bun te, po hun kho ling u bun te"
3115433,ah lin eh gua thoo lui si li tau tio gua e neh
3137634, bian a kong la tin ia nam tseu iu kha ten kin kong teh kheu i ku ko
3140469, tjit e ki khi lang e TTS si iong HTS a si Taco Tronk 2 tso e
3145309, thoo kang tu ziu ho u liu siu tioh se ji liau liau a kian
3169009, ki e kueh u fe e be te
3178831,tshian mng a te to jit ku e kong huat lan tai gi bai an ne kong
3211378, Mui tsit e lang long si tok lip e. Mui tsit e lang long u ka ti e sing wa king giam ka ti sio.
3230934,thang siunn tin gua bo se ji tsik tio lih hkho
3232546,i ka leh sann liak inn a ma tsia tsia lo khi na tsia ko na o lo kong uah gua tsu tshut si kau tang mba tsia kue tsia ni phang e inn a neh
3253943, kiam tiann tsiah kah khau khau kio
3267804,mian tsit tsu ni loo kuan ai ian gua tsing
3295270, khi lai tsang bong ho
3305210, Kak hue a liu u ian tsiok sui e lio gun long tsiok him sen tsiok ka i li lio un thong sann khui sui ka o lo
3317495, ti jip pun sakura khui e hit lang zun hui piann ang gi ki kai sui
3384897, Oh
3404058,tsap ji hue a siap khua kan u iau kin
3422133,thau tseng kong kui kio pi san leh siann heo guan na si nua thau lan to m si to leh go ah si un ian heah iau i hiah e tsong kim
3447981,ho un lah
3470920,li zah ho e PPT sing kia zi hun hoo gua phi phang zit e ho boh
3483233,ko le khi sing te gua beh loo si
3494380,phinn i hiong e sng tsoo sin liak thang mue e pang kho tsoo tsong e u hi kam tsiong li pho si gua e lang
3513041,m ta tsa i
3516779, ni e penn hu gong thut lai iu iu iu le sun a gin a e
3520359, kuan ho ka ki e tai tsi to hoh lan bo tsai tiau kuan pat lang e ing a tai
3523962,哈坦啊
3535048,鞋h si bai kui lian ku e ho
3537894, ma tshang hui e hiu tong rian si he ku
3605681, gua ap la e ing tsit su
3618546, tshiu lai the hit niu phe tsuah na thak mak sai na thuk thuk ti
3667746,i tshian gua bong nang pai to huan hue ah
3689268, long hua ko tsang peh giap e ing gi tsua giap thang ng ni
3699970,in tau e tian hue long a led e k tsiang kong e
3740638,zain sion tsiau o lo i kia u sit o suann m koh kiong o tong ti ngok hue ka te tse
3754174,eh i tsinn khuai leh tue lang tsao ah
3759954,li kam iau koh u ki thang e hong huat lan tso tong siu huat
3826063,i tsing li tai gi su lui tsong si tse si tua tang ting ma su iau siong se e gui ue
3835742,he tian tong txia hong tzau ke tin kang in gai si bo tian a ai ka bat teh li theh tshut lai tsiong tian tsit eh
3911163,tsinu hoo a koh lin kui kue a ho boh
3949192,kiu kong ni tai hua put en tsu liau koh ma khai si ki taiuan tiong koh ping soo zai kian lip
3982394,lan kin lai tsiap prng la
4002232,Automai si tsia bian siong e kau thong kang khu zuan tai huan sui o lang leh khiau khiauAutomai e
4141604, li e hakiap thai iau kin
4182998, tiam tiam tit pi a tso bo su jin
4189247, ke lang bio khao e than bu lah siong u mia
4212496,li tsit e hoo ne me
4217463, cit siang ue a
4309557,li kiat lun tsok tsia kong Obama e iu tiam si i tsu tiong su yong king tse kia gua kau e lip jong
4326594,si an tsa kin e tuah khuann bian tsinn e bun le jong tsit lah
4331509,"maih, din a lang u hinn boh tshui m ho oh peh mng"
4336860, Lai hang lang o loo u sion hui buah hang e kong wa ok tsiak tsiak
4381350,ben ko pen han kang i te li tsinn i to han gua lah
4412195, i kia kah bin siak peh sut sut
4414149,in na sit leh tiang hun tng hong kan e sai tsiang li the gua tiam si gua tong tsong ai nai hi in e uia hok bo
4429397,li sing tia su khi tan khiat ting a
4457974,tzen to tso sing m na si kang lak siunn pheh kui jong siunn kuan kuan li siunn phun lan niann niann tsiah tse lang hit kuainn
4521894, tsit ma ma si kang khuan ma
4537848, tsit gua jit kha su li pa phah kap tsuah
4552098,gua hit lai tshang tse gin tse ka si liap phai a tshuan kong huan kueh
4569283," li tshiu hng liok khe lai, sun sann ka li pong hui ap"
4629126,ai siong sim ka ti ti ting phan a tioh lak tiong iu
4649276," ui tioh siau lo, tshi tiun tua lat thui sak kik tuan e siau hui tzu gi, hoo lang tsit si a to sui tiau ti bo pit iau e khai siau"
4668505, a tsui peh ah sang hok gua sa tshap pau thong a
4669074, li hit lo gasu kam u kuann e u gasu bi tsao tshut lai
4670610,這天 thang lai the khu li mu iau kho sio sio gin a lang un ai tshia e
4683343,哎哦
4738641, tso jit kua sin the bo tiann e ka i e tai tsi po po thang thang tsong i tsing gik thai sin the e giak
4740471,sang si mi mua to ki kun
4756797,hai kuan thong gue liau au tsiah khi hau ki sio sio tan时间 na u khah liong e tang khi se bian sue ke
4798144,tuan koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh koh k
4832007," in to si bo ting SOP, tsiah e tat pai long e lau kau mi kiann"
4857311,sin lun te tshiann kai sue tsok tsia so kong lu sing m si tshut si to tsiann tso lu sing si hong kau jok tso lu sing e tsit ku ue i ham tzap hun
4887436,tan si
4896376, G. Tso tai gi bun bun bu e hun phiah. Carson. Leon e khuat tshiu. Carson 3. Gai jin gi su ta phu e tse kha glut.
4908017, gua lai ki tian iann iunn
4929393,"abu, oo ia msi sann hue gin a nga e be thong sim"
4931486,ong thai thai bin sinpu si tsai jin gau tsu ka kui to phang kong kong
4947445, li thau mng tsui tshiu peh lau kook kook ah iau koh siunn beh ka lang tshua sui bo oh
5036982, benn li siunn kheh khi ah
5056317,piau tat ka ti e tzu tiun tshu bi a si kong si gua a tshioh khueh
5060932, kio ai pian mu tzu hun ai u jin ke lang kai siau ke hong tsa po a m tsai him a ho luan luan kau
5065403,tng lai ah
5082688, ngun piong iu liam mi to beh lai ah tsiah mang kua li thiat gua ioh beh tsit gua hinn kiann tsiann lang tsia
5114319, nng e lang hian ni ho suah kiann kau bue bo oa kho ai tshin tsiunn sap lun phue tsing hun na e tsia ni po
5145207, hiong hiong ku tsit e lang ka i ioh tsing sin i bak tsiu nia kim phuan tioh tsit e bin tshiu tsiok bai e tsa po lang tsiang tua siang ka hua
5161983,li ka sing gua e tiong sim khong ki to ui bo tai tsi thang tso e si li kam e thang hi tsit e lang e si
5175224,tsit tsun hoo lan the lai liah siu khi e tsiau ah
5180973,tui in tshu lai siong tia si sian khuai in tiong phan de jit sin e an tsuann
5187653, tiong kong m khik ho b koh e tshit tshit NQ ke tse e pen tok san phu luk
5199454,ai a m si a
5262164, khui na e boh kuainn a
5262226, li khuann mui tsu o tsia gau khinn te tsit ma tsian hui tsia bat tai tsi gua tui tan ka u kau tai a lah
5265853,u i guan ai si u kho ling ti li kong it jong ni tsham suan Tsong thong e kiong ho tong jin su
5278409, kiann bi koo Iran kiann wa Saudi kho ka ti bi koo tsue kin ka Iran kai sian kuan hei iking in khi tsit kua
5303777,tsiang ting khui mng lo txia tsin tsing tsiang tzu i txia siu kau bue tai tiong e phang m thang tak lue phang rit
5367259,li na koh kiam ji sann tsap hueh ah hongh wa tsia phau hoo li tsia
5375914," i kai piak kian siao tai, i sing tau ke kim hong kong kui lo ing e bong ian kim hoo pian liau liau"
5409792,mng kiann kua hoo ho哦
5416794,hau kia mai bu liu vi hue kat khenn liau e thong liak liau gu e tsiu giak hok bu hiong sin kang khan an e luat bu
5426392,kin e kin e aha kua lo khia
5457111,"嗯, ha ha ha"
5458367, tsit gua thoo tau thng khong ka mi i mi mi tsia ho lo lau
5479445, eh a li tsia ka gua kai mia lah a lin be kiu sian tsio ah kau lah
5512217,soni tshiu ki a kam u ho iong
5535176,hoh hng tsiah miau
5586306,sin niu sin niu sui tang tang kho te kho kho bo khua khang sin long gue a thang kuan kiann sun tai tai piong tsiong guan
5671133,kong bo nong tu to beh khi tha tang tshiu ah
5678010,ling gua hun si kiam tsai iong kan hua e su lui tian ka hun tua lui tong su mia su hing iong su ting ting
5684091, ing am gua tsia kat li lian lo
5738755,thin khi tua tua thah tsit miau oh ba khah ho
5756781, he he
5784654, i tshi tshi tsong tsong te hau li thong long bo thiann e
5808321, siunn khuann mai kong khuann mai le a kat iunn a tsa ti to
5819510,apa muai kha thau kua i ue kha
5827454, a sui ka moo a pat zok li thek i tshing ka
5836953, in e bu buan koh ka lai zu san tsiah e zong kha e bu buan hue hak tui sia hue un ting tso sing thiau tse
5844820, Apeh
5845517,i si tsit e jin kau sio e senn si lang
5852782,i ui tioh phio fang ne king lian kong ong bo tshuan ka si bing kui si thau zit xuut taiwan lang khi bhe tua gi phinn tian nian
5863299,tzai bing e hai mi a lau si huai thai kong nua loo senn thau khuann hue hue thang khuann sing gua i kong tsi tsuann khuann liau gua e khu tseh bong hue
5866760,ping siong si khang khue tso ka puan meh tsiah png kuan si na phue tian nao
5870136,jit ma si i kuan tsu bin tsok gi ng bang mi lai khe ka gi tai gi kong bu ki khue
5893431,tsu mue e hoo gua tsia
5922588,lai tshiu gua
6051987,kham ke a lai ting toh tsit e suan hang siong thoh tong
6073319,a te si gua
6083243,ng siap mi e ian guan tso khi lai ma bo kai khuai lok loo mi e ke iu kui jit ing sian sian
6093391,"si lah, un tsan ian m tioh ah lah"
6150588,tsit bu ko ze ka len bing lai te khi kha tong phai e e gian u sio khan lian
6209090, thau koh bau liak e in aoh tsit liak jit kak gin nang liak nang kak gin sann liak tsia bian tsinn oo gua leh sian a khip gin tsit kua kiann a loo kak teh tsu i
6264694,in ui sian pi autobine suah tsing tioh ang moto hoo nua kiau tshia tshia thau thap o jit e jin giam tiong
6264813,tzan le tsa mou a lai to li the i tsing a
6286153, koh ling bo huat tou tsun si sit leh
6298593,tshiann li ti long tsit siann liau au thai si lau ue toh sia
6368252, tse ang e kau wan si to tsit leh
6378957,ling gua ping gi ing bun e gi liau khoo tsoh tsulae gi su ta phue tai su in at tsi si tai yong su that uan su o b in vi bin lut jin kuan tsiah e gi su e gi su ta phue of l that b tshut pi in o ma long pai ti tsian thau tsing
6400270,sut ka lin peh tiam le kong
6502876,e khi tshut kiu lang e i sun
6515785, in ui hue gam tiann tiann su iau hua liau ti liau kue thing hok i thiann tiu tiu
6556685,kiau sian mi mian
6558962,啊 gua可 lai tsiau hoo lang kheh la hong
6563090, O
6581417,he thai en sai gua iau be tsiah tioh neh bu lang mong huan hi beh tua siann huan
6624379,啊 i to kau cho li tsiau koo hong
6707258, kue hai kuan tsin tsing u tsui a si pak khuan tshiau bue tsit pak si si e ik theh long ai to tiau u lai ka to a a si tau e ui kin thin e tsiang tsu long tan liau te sai tsa ki sing hu ting
6730943, tsit e u thiann sin e a i koh ka in ting se sing khu jit pai phak ka liau au the ut tau ka ut ka tsiong sin e gan khuan tsing tsa sik tsui u khah sit
6751103,tsin tsiunn in gue kuan bo png ting ni tsue tsiah ni lo a iong tsu ti lai tso
6766967,tsia bong huan ian lin lah
6776266, gua e sian kua lah
6792883,"hoh, i ao na si khuat sioh tshau kuan nng kang e ai sui lai kiam tsa oh"
6793553,o bat sng li kho li leh ai e mih kiann to tsiah
6798235,gi hue e ti lak gue te i tsing la sing hiap i
6812908, iu tong ping sian si iu tong ping sian si li lau bu tng kai tshuen li tshian kau te ji hui tai sio tan to sia
6827860,gua tsit ma ting tit e a jiun peh e tshu u ing tsik lai tse lah
6851252, tsing ho lai e si sin lai kam u guan tsiok e kam ka sien khu an kiann leo siun kin
6854041, bol khuann e kha e kue sim
6864830, m bian gua ya pe
6869857,a tsi lang kheh kheh khi khi
6894726,e tse a u lang tha tianue lai khu sing ni tsit koh huai ti kiam lai lu tse c bi lu tshau bai ci sion khoo to sang ho thang
6906433,o tziu kok hue ma ti ji khong i ji mi piau khuai tong sing kun hak khua khua e gi te zan sing thai su ka thung khou
6954659,因为 boh tshu li han hoo sien e bun te so i e ioh kiong tioh sik liam kiat to e ping tsit
7023153,gua thai ai li soo i tsiah tsiah ni tsong pong
7023161, a an ti a huat ke kai khiam
7035973,thauke wan a u hiat san s e wan a tsiong e lue
7060735,m na si lan hian tai tai gi lang oh thak lian the lai kai e bian tsiah ma hue hue tsi tsong yong ji huat siu gue i huat si tzai bu koh tsu
7090102,henn siu lang beh suai sim
7112197, tong hiong hun ap phua phua ko lai phuann o tsiu
7124255,go tiang ji am bn su tso
7178788,to si kuan khuinn gua tsue i siong hian liam le le nng kuai sam ti tsi hua lai
7186352,tiong a thai u kho liang tsiah bian sin a
7296222, ia m koh u lan ui tioh ko jin e li tioh pang hong sia beh tai sioh tsinn
7301781, lai tse lai tse
7363220,lai khui mong leh
7393800, khi tui ang a bo o e si tsiong pai e bu lu su tshau ka tsiann hong khuang
7406413,Saudi tsit 18 gueh sin koh ong salmon kin ni tsio gueh tsiak ting gi tse ui
7430267,gua kong gua e to gua e lah
7468183, a ha a ha a kiung pe a a tsung pe a
7482956,jip khi
7490227, kau thang iau u tsok tse siao le lang e tuan ki ta ki liok tsa boo kin a
7506721,sang tng hue i au lo tso sen a sioh m bian tsiah tng a hioh
7519845, sim kuann
7529118,a ni tsa hngh to kio wa khi bian si kua liau gua khi kuan lu lah
7557447,li sianm si zun beh tng khi tai pa
7569712,tsua ngai thai lu i kio pit kui lah hai tha tian hu i kiu sai hun lai hua
7582130, siang ki kau te si ki phen tsi lai ka ting a kiap oo khui
7596712, te khit li kua mai
7659382,siong gueh khi phinn suah hi e thau tsing tsip buah si ji kong kong tan ni sia e tu tu si toh long tsu pan khi jit tang
7662842,tsui khao leh khi li ko ling ai tau si tai phang phu lai phang
7677163,an ne tso kam ok
7697845, huo nen buan koo phe hiong i khuan ti a to u jit king sa tsa mi kiu hong a lau tiang
7722475,lan hun sa tsiong tsing hing lai thoh lun
7765339, sin tiap si tsit ui koo hue tsa koo gin a in ui ui tng iam khiap tsut tua tng pha khang kin kue kin kip e tshiu sut tsiah kue bin
7814034, li kiann lo na e guai guai kam si khi guai ting
7823408,bit kok ka Iran ma u tiong tong li iok ti lu Iran tsi tshi e shui a lin bing
7851610,ui tsit e kak tou khuann zu tong gi su ta phue thong ke piu tui su tian su tiau e siu lok e tang thai kiong tsit kua kian gi
7862005,gue lai tsi sian lah
7881781, kian
7967616,tshin tsiun han lo poo hun e ong lai am kue tzu pun应该 si tsit e su
8001515,oo sui a lai a
8015871,honh lai lai lai than sio tsia than sio tsia
8030489, Tsi hang tshai lai te u tsham le bong tiong le bong bi tsin kau tsin pang
8035833, ah beh siann po
8143885,sap bak la ti tsa tsing si sian li khuan lang leh tsia e
8156232," sian senn, i tsit kui kang liam mi hua kuang liam mi hua luah kam e si tioh ma la li ah"
8257079, gua hiong i suat bing hit kiang tai tsi
8271238,tsing lang thiann han tsing li an ne kong long kuann kin tann thau khuan suann ting tsit e khuann tak ke e shun lai long am hua zi siann gua khoo ah suann e tsiah tshiu ping un iann kiam tsit kuann khi ah
8275257,li si tui to ui ti tioh tsit tsiah ang a e
8301015, lai kai jip tsoo tsi a si tse tshai po hing
8328678,sunsun leh
8339204,"P of AB,uan siu i P of A sing P of B, so i M I of AB si hu sou"
8377883,"pio it ka mi ka cr thau tsing sann tsap, tsit pa, go pa, tsit tsing, sann tsing, go tsing e kiong tong su tzo e so liong let tsut lai han lo ka tzuan lo hun khui seng thai thoe lun, tsit e su tzo ti mi ka cr nang e thong ke bio long bu tshut hian"
8385359,kin sai koo sak kai u zun iam kang tsit ma e to sian kang phat
8399794,i sing jin iau kok u jin thang e loo ai kiann
8402818," Ut gua khiong boo, to tsin siunn Clinton si gueh ji kau di New York e Columbia lai hak si tiun X a kong e"
8408002, kaua au au kio
8440970,kong gue lio tsian ting m a hi hi tshio
8443788,tze tsheh phain a bin ting u sann e tsiu tsiu sann e shik tsui long bo kang
8474550,sian mi thau loo eh pi tsit lo khah ho
8479447,lan zap ji tsing ta ship WTO be be mi kian khat bo khiau tse
8499845,li tsa khi si a pin tuan khi lai khi hue
8520139,方文啊
8582751," tsiong iap sau kam, hik po lu si, tong king ik kiap, kiu tshut bu ki, tshu kai huai si, kia sing phang kai"
8584833,li khan u ing thang kau a tau siau kai tshit e ngai khi siong su sin e AR si toh si sian
8593235,mai an ne lah
8610630, kau tang guan tsu bin e tang iong ka ti e mu gi sia kong bun khat sit si tsuain hing tsing gi koh zai hua tsit tua koo
8653797,i na si tong suan ma e ti iau kiu si hian sing lok tui king tshat tai kik lai kong tse in ting si tsit e sing li
8683996, tsiok tse lang le ioh ai laga e ti siann si zun lau tann
8711953,tng tang sin the huat tshut sin sit kong i iking siunn pa li suat kong m koh ke nng koh tsin sui
8716981,tsong ni lang kong liu tsit ma thong si
8749820,tiam tiam
8761003,hoh tsiah
8797571," siun beh ho se kai koh kha uan bi, siun beh ho ka ting koh kha hing hok, siun beh ho se mia koh kha tsiong sit, so i"
8802651,na bian siong ban to u tsinn gua sui si thau loh
8838999, tat ke tsiah te gua lai sann lau tshut king tuak tiann tan li ting ki tiu siok thuan the hing li thok un
8894437,CG e sim kha kan bie tang tsa ti sann G e tshiu ki a lai bin
8955105,si si giam po so
8961638, tit e koo tsa si tsun tiong long e kap tsit leau mui a ka tsit te thak khu ang
8991032, tua
8991044,hua tzo bu hing tso tshu khan ting ti taiuan hian tai si te sann zam jip ki
9014346, i khen kui puan po long khen boh tham
9039022,na mong kong zue kin sua lo lai kam ko e u hong thai siong tsio tsit si go kang si boh khuann e lah kuan tsiong ping iu ing kai si bian huan lo
9071241,gua piang tioh tsun pi tai sing tshiann gui ki tsing lang thiann hun ting su ao po i ting
9114201, siun beh ka ti khuann VR to ai sing khi bej zit tso kha ho e GPU SEPI
9115762,li sing kiann su khi tan te ting a
9144397,bo jin ho e kuan he
9146475,li tio ka png tsia hok liau
9197114,Ti Bi Go Bodymore tsing tsok hoo kong tng iang e si tsing tshu li tsu tong thai niang tsham tshuan tso thong e kia
9197825, li tsit e lau kau li kam bo hun
9241803, a san ha pa nga i kue ah
9286023,thiong tsing kong
9323655, a la la phah be kua e
9340011,hun leh put tshin mun tso bong ian ma u ban it khuann li beh yong siah ni lai kue gua
9439786, kia ngam jiu tiul hua ten git ko tech e ui tuk ho
9447104,kha gua sian kong te tsiang hui
9510807,gua ngang gua gueh ah thau ke niong si tai pak lai e i tso lang tsin ho
9512191,iu un gian tai han ki tshut hang inn zu sing kang ting he tsoo li kau siu
9512268,"na si tsao kang oo e kua leh, to si thong koo, na si khi tsiah kua leh, to si phiang koo, ze si kang khuan boh kang sai hu, tsiat tui m thang hut m tioh khi"
9530729,i koh sian kong tng tso phai ti tsuan se kai si khi khuan ui kau ting iu go kong gue u siann
9656661,tsim tsing gui kang gua kau tsing tsik e sia tiunn David Roscoe tu ho ma sia bun tsiu i tshut tsit tsong tso phan u tsin tse hong hiang ma kuat bo khuat to king hiong su thai e te ko lai po tsing li kok e li iok sin tsi siong gueh ma si liok the bat lang tshit khah tsong
9695231, annail lah
9708839,gua kati lai to eh sai ah
9722265, tuan si tai pak hiann ni hok tsap li tshu tshu tie ai khah se li leh
9729530,a tsit niang iu tsong tshut sui e
9752115, i tsiok gau ka lang kau pue
9768600, Hah?
9776843,kho ah in a e i tiong tsiah liau ah ti na sit to kau tsiah ui tsi loh hai tseng li an ne ka tak ke kong
9786562,tsit e ai si hit e
9799560,tsu tsian e lang ka i benn sit leh phoo tho thi i hiam sing tse thua to kuang ki hioh phoo lang
9863691,tshu lai khang khueh tat tat tit tit tat hang long ai gua tso na tso e liau
9876269,看多爱 sport tan sport tan
9977641,tu tsiah kong hong lai u tsiah tse lang i kia tsong phok khen long
