id,sentence
2324957,hai ang tai gi bun hak gueh khan te tsit pah khong si ki
2330115,tse khoo tsuan se ka tiong pang ho tian bin khuann sai kan tai u tu li e ian kiong
2386584,mh
2394564,gun kiann tshing XXL e kann be sai hoo gun tshi tshing
2445369,loo si tsit e tua khoo tai tsiah ka gua senn tsit e khong kiann
2501234,gua e ka a kong tshua lai khi tshai tshi a
2548825,kin lai kue liau an tsuann
2596748,tah bong si tshiu na siong sui e si tsun bong tsiong it tshe khoo tso tsit hue bo gua bo li
2600889,jiok bi lai hong hiong
2609074,eh tsau kau kai ni bo bun bian
2619738,thann tai tshu huai tsuan ki phann kong e tsong kok sat tuann guat hing
2666049,a lin pe a m ho ah lah lin tsa boo kiann ui tshinn a tsang ting puah loh lai
2686359,poo oo ah tsit e tua mng honnh koh khah ting khah kuan leh
2708885,lin nng e ti hiau si sin su tsit si leh kong siannh
2714733,mng kong bi tsit e kong hun kau ah hun kok a e bian kah li kong ue li tsit ma si siang khai too ah
2726055,li tioh ai khong khun hoo pa
2738050,hai kong ma he
2767681,lin kiann bo kong kiann u si ge jit tsiu siunn kua si kau mah gua ka lin kong giah kah khuann nng i king sik thang kua lah
2769096,li iong i e kua siann kah hian a e bi mia e suan lut ka ping an ham hing hok thuan tat tshut khi
2791411,m nng gua sit le
2796616,sua loh lai beh lai siau kai hue ling ki e an tsuan siat pi to sing mng ti hue ling ki e nng ping sa soo an ti thau khak ting hing sing i ti i a kha
2852459,thau tiunn siann mih tai tsi
2861550,i tik ai e lah
2863047,sat bak a tu liau kau tshi i gua koh u siann mih tik sik
2897804,e sai tsing tshinn a si be sai
2919291,lau hiann ti ooh puah loh to puah loh khi ah hm thang tua tse tshiann
2931209,pah hit tsam pi tsit tsun jit tsi ke luah hing hok leh
2995543,long hoo se hong mui the khuann sng si sin tsing huan tui gua tsing sik khah tok lip tsit king e piau hian
3018066, tik khuann tui khong lok tik khi sit si ko tsing ni ka ti tsiang ka kok ka e huan lik
3037760,gua e sim
3044652,li lai kau koo gio e ta lai
3091038,ma mah gua peh khiann li
3093659,an ne siu kai u e bo bun te poo hun kho ling u bun te
3115433,ah li me uah thau lui si li long tioh gua e neh
3137634,peh pah khong ka khi inn iah gam tsioh iu kah ting kin kong peh tse ui Google
3140469,tsit e ki khi lang e TBS si iong HTS ah si thak khooh thong thoo tso e
3145309,thoo ka tu jiu ho ui liu siu tioh senn tsi liau liau a kiann
3169009,ki e pue hng peh peh peh
3178831,tshiann mng e te to tsit ku e kong huat lan tai gi be an ne kong
3211378,mui tsit e lang long si tok li be mui tsit e lang long u ka ti e sing uah king giam kah ti sik
3230934,thng siunn tinn gua bo se ji tsiah tioh li e khoo
3232546,i kah te sann liap inn a ma tsiah tsiah loh khi na tsiah koh na o lo kong uann gua tsu tshut si kau tann m ban tsiah tuan tsiah ni phang e inn a neh
3253943,kiann kiann tsiah kah khau khau khio
3267804,lan tsit tsun pi looh kah ai ni tiam puann tsing
3295270,khi lai tsa bong ho
3305210,kak hue a li u iann tsiok sui e liok gun long tsiok him sian khiok kah i li liok un thong sann khui tshui ka o lo
3317495,ti jit pun sa koo la khui e hit tang tsun hui phiann ang ki ki kai sui
3384897,á bi
3404058,tsap ji ue a siak khuah kam u iau kin
3422133,thau tsing kong ui tioh pi sai teh sia hioh uan na si nua thau lan to m si to leh go ah si u iann e hue iau i hia e tsiong kim
3447981,ho un lah
3470920,li tso ho e PTT sing kia tsit hun hoo gua phinn phang tsit e ho bo
3483233,koh le khi sing le uah beh loo si
3494380,phinn i hiong e sng tshoo sin liah thang hue pang hoo tshoo tsong e u hit kang siong li phoh jit gua e bang
3513041,m thang tshai
3516779,li e phenn ku gong khi lai jiuh jiuh jiuh be sun a gin a leh
3520359,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
3523962,a khan a
3535048,khah tsit pai thinn beh khuann bo
3537894,ma tsham khui e hiunn kong lian si he ku
3605681,gua a put lah e ing tsit su
3618546,tshiu lai theh hit tiunn phue tsuah na thak bak sai na thok thok ti
3667746,i tshiu tshia bo nng bai to khuan hue ah
3689268,na gua ko sann pit giap e ing gi tsuan giap thang nng ni
3699970,in tau e tian hue long uah e loo i ti e ke tsiann kng e
3740638,tsan sing tsia o lo i kia hu sit iong suann m koh kiong to tong tiunn kok hue ka te tse
3754174,pe i tsinn kuai leh tue lang tsau ah
3759954,li kam iau koh u ki thann e hong huat lai tso tong siu huat
3826063,i tsing li tai gi su lui tsong si tsi si tua kang ting ma su iau siong se e kui ue
3835742,he tian tong tshia honnh tsau be tin tang in kai si bo tian a ai ka bat te lih theh tshut lai tshiong tian tsit e
3911163,tsit hu khoo pa koh lin kui pue ah ho bo
3949192,kiok khong ni tai huann bun e tsu liau khoo ma khai si khi tai uan hiong kok ping soo tsai kian lip
3982394,lan kin lai tsiah png ah
4002232,o too bai si tsiann ping siong e khau thong kam khu tsuan tai uan tshue bo lang be hiau khia oo too bai e
4141604,li e hap tiap phai iau kin
4182998,tiam tiam ti pinn a tso bo su jin
4189247,ke lang bio khau e thian pu lah siong u mia
4212496,li tsit e ho nng peh leh
4217463,tsit siann gueh a
4309557,li kip lun tsok tsia kong Obama e iu tiam si i tsu tiong su iong su iong king tse kah gua kau e lip liong
4326594,si an tsuann in e tang khuann bian tsinn e gun be iong tsit lah
4331509,maih gin a lang u hi bo tshui ho ok gun
4336860,lai han lang bo lo u hing ui gua hang e koo ua ok hiah hiah
4381350,bian koh pian han kah ni te li tsinn to hai gua lah
4412195,i kiann tah bin sik te sut sut
4414149,in a jit e ting hun to honnh kam e sai siann li the gua ka si kua kong tshong ai nai khi in e ui a ho bo
4429397,li sing thiann su khi tan khia tioh lah
4457974,tse to tso sing m na si kann gak siunn kheh kui iong siunn kuan kuan li siunn khun lan nia nia tsiah tse lang hit kuainn
4521894,tsit ma ma si kang khuan mah
4537848,tsioh gua tsit kha su li pah phah ka tsua
4552098,gua khi lai tshia tsue kin tsit ka si liap thai jiang tsuan poo hua gueh
4569283,li tshiu m lik khi lai sun sua ka li pong hui ap
4629126,aih siong sin ka ti it ting phainn e tioh lang ping iu
4649276,ui tioh siau loo tshi tiunn tua lat thui sak kik tuan e siau hui tsu gi hoo lang tsit si a to sui tiau ti bo pit iau e khai siau
4668505,a tsui peh a sang hoo gua sann tsap pau thng a
4669074,li hit lo ga suh kam u kuann e u ga suh bi tsau tshut lai
4670610,tsit e phang lai ke khu li mu iau khah sio sio gin a lang hun ai tsiah e
4683343,aih ioh
4738641,tso tsit kua sin the bo tiann e kah i e tai tsi phoo phoo thann thann tsiong i tsing giq thai sin the e giah
4740471,sann si jin uann to ki ku
4756797,hai kuan thong gueh liau au tsiah khi hau ki sik sio tan si kan na u khah liong e tang khi seh bian sue ke
4798144,gua hoo li oo hue ah
4832007,in to si bo ting sop tsiah e tak tai long e lau kau mih hiann
4857311,sin lun te tshiann kai sueh tsok tsia soo kong lu sing m si tshut si to tsiann tso lu sing si hong kau iok tso lu sing e tsit ku ue e i ham tsap hun
4887436,tan si
4896376,C tso tai gi bun bun bu e hun thiah pha senn li iong i huat tshiu pha senn thui kai tsin gi su tah phue e tsik khah lut
4908017,gua lai khi tian iann inn
4929393,a bu gua ia m si tsann hue gin a na e be hong sim
4931486,ong hai thai lin sin pu si tsai tsin gau tsu kah kui to phang kong kong
4947445,li thau mng tshui tshiu peh lau khok khok ah iau koh siunn beh kah lang tshua sui boo ooh
5036982,be li siunn kheh khi ah
5056317,piau tat ka ti e tsu tiunn tshu bi ah si kong sit kua tshio khue
5060932,tioh ai pe bu tsu hun ai u jin ke lang kai siau li hong tsau poo ah m tsai him a hoo luan luan kau
5065403,tng lai ah
5082688,ng ping iu liam mih to beh lai a tsiah ma huat li theh gua ioh be tsit kua mih kiann tshiann lang tsiah
5114319,nng e lang hiah ni ho suah tiann kau bue bo ua kho ai tshin tshiunn sak bun phue tsing hun na e tsiah ni po
5145207,hiong hiong u tsit e lang ka i ioh tsing sin i bak tsiu ngia kim khuann tioh tsit e bin tshiunn tsiok bai e tsa poo lang tsiann tua siann ka huah
5161983,li ka sing gua e kiong sim khng khi ko ui bo tai tsi thang tso e si li kam e khang hi tsit e lang e si
5175224,tsit tsun hoo lan theh lai liah siu khi e tsiau a
5180973,tui in tshu lai e siong ting si siann khuan in kiong tuan e jin sing beh an tsuann
5187653,tiong kok m hing hoo bi kok e tshit tshit ian kiu ke tse e pian kok sam lu luh
5199454,ai ia m si hannh
5262164,khui na e bo kuann iann
5262226,li khuann mui tsu ooh tsiah gau khinn ke tsit ma tsing hui tsiah bat tai tsi gua tui tan ka u kau tai a lah
5265853,u i guan ah si u kho ling ti li khong it liong ni tsham suan tsong thong e kiong ho tong jin su
5278409,kiann bi kok Iran kiann ua Saudi kho ka ti bi kok tsue kin kah Iran kai sian kuan he i king in khi tsit khuan
5303777,tsiann ping khui mng loh tshia tsin tsing tshiann tsu i tshia siu kah gueh tai tiong ng e phang m thang lak gueh phang li
5367259,li na kah kiam ji sann tsap hue ah honnh gua tsiah phah hoo li tsiah
5375914,i kai piah kian siau tai i sing thau kiat kim kong kong kong kui loh ik e puann ian kim hoo phian liau liau
5409792,mng kiann kuann hoo ho oo
5416794,au peh a nai puh liau gui hue kah phenn liau leh tho liap liau ku e tsiunn ia phoo gu tiong sim kam thann an ne luat puh
5426392,kin leh kin leh a ha puah loh khi ah
5457111,mh hah hah hah hah
5458367,tsit uann thoo lau thng khong kah ni ni ni ni tsiann ho loh au
5479445,eh ah li tsiah ka gua kai mia lah ah lin pe kio tse tsio a kau lah
5512217,Sony tshiu ki a kam u ho iong
5535176,hngh hngh tsiann niau
5586306,sin niu sin niu sui tang tang khoo te ho ho bo khuann khang si long kuenn a thang kuan kuan kiann sun tai tai tiong tsiong guan
5671133,kong bo nng tu se beh khi khah tang tshiu a
5678010,ling gua gun si giam tshai iong kan hua e su lui kan na gun tua lui tong su──mia su hing iong su ting ting
5684091,ing am gua tsiah kah li lian lok
5738755,thinn khi tua kuann thah tsit liau oo bak khah ho
5756781,heh heh
5784654,i tshi tshi tshng tshng teh hau li kam long bo thiann e
5808321,siunn khuann mai kong khuann mai be a kah iunn a tsha ti toh
5819510,a pah mai khah khau puai m na
5827454,a sui kam moo a mai tsok li the i tshing ka
5836953,in e put buan koh kah lai tsu san tsia e tsng kha e put buan hue hap tui sia hue e un ting tso sing thiau tse
5844820,a peh
5845517,i si tsit e tsin lau sit e sian sinn lang
5852782,i ui tioh phio bang e king lian kong ong po tshuan ka si ping kui si thau tsit tshut tai uan lang hip e tua ki phinn tian iann
5863299,tsai tiunn e hai ni a loh si gua e khai koh nua loh senn thau khuann bue khue thau phuah siunn gua e hng tshi tsuan khuann tioh ua leh khi tse bo hue
5866760,ping siong si khang khue tso kah puann me tsiah png kuan si na phue tian nau
5870136,tsit ma si guan tsu bin tsok gi ng bang li lai kheh ka gi tai gi long u khi hue
5893431,tsu mue hoo gua tsiah
5922588,lai tsiunn kua
6051987,kham ke a lai king to tsit e suan hang siong tho tong
6073319,a peh si gua
6083243,ng siann mih e ian guan tso khi lai ma bo kai khuai lok loo pinn e ke iu kui jit ing sian sian
6093391,si lah un tsai iann m tioh ah lah
6150588,tsit put ko tse kah lian bing lai te ki thann tong phai e i kian u sio khan lian
6209090,phang koh tua liap e inn a ooh tsit liap tsit khah gin nng liap nng khah gin sann liap tshing pian tsinn ooh m khuann e siann khi in tsit kua kiann looh lang e tsu i
6264694,in ui siam pi oo too bai suah tsing tioh ang boo thoo hoo nua kiau tshia e tshia thau thak oh tsit e tsin giam tiong
6264813,tsan e kam moo a mai tu li theh i tshiann kah
6286153,kho ling bo huat too tsun si sit le
6298593,tshio li ti long tsit siann liau au khai si lau ue to sia
6368252,senn ang e kau guan si to tsit e
6378957,ling gua ing ki ing bun e gi liau khoo tso tshut lai gi su tah phue kai su in at tsi si tai ing su bat uan su oh bo in ui pin lu tsin kuan tsia e gi su e gi su tah phue of lo that bo tshut li in oh ma long pai ti tsiann thau tsing
6400270,sit ka lin pe tiam leh kong
6502876,e khi tshik tioh lang e i su
6515785,in ui hue gam tiann tiann su iau huah liau ti liau kue thing hoo i thiann tiuh tiuh
6556685,kio siann mih mia
6558962,ah gua koh lai tsiau hoo lang kheh lah honnh
6563090,eh
6581417,he thai e sai gua iau be tsiah tioh neh u lang bo huann hi beh tua siann hua
6624379,tah iit to kau hoo li tsiau koo honnh
6707258,kue hai kuan tsin tsing u tsui ah si pak khuan tshiau kue tsit pah CC e ik the long ai to tiau u na e tah to a ah si pak e ui kin phin e tsiann tsu long tan tiau te sai tsa ki tshing hu ting
6730943,tsit e u thiann sin e a i koh ka in ting se sing khu tsit pai phak tah liau au theh put tau kah put ka tshiunn sin e kang khuan tsing tshah sik tsui u khah sit
6751103,tshin tshiunn tiunn gueh kah ho bo ting m tsue tsiah ni gua mai iong su ti lai tso
6766967,tsiah bo huan ging li lah
6776266,gua e sing khuann
6792883,ho i au na si huat sio tshiau kut nng kang tioh ai sui lai kiam tsa oo
6793553,oo bah sng li ho li beh ai e mih kiann ti tsia
6798235,ki hue e ti lak gueh te i tsing lai sing hiap i
6812908,iu tong thing sian sinn iu tong thing sian sinn li lau bu to teh tshue li tshiann kau te ji kui tai sio tan to sia
6827860,gua tsit ma ting tioh li ah tsiunn peh e tshu u ing tsit lai tse lah
6851252,tsing loh lai e si sim lai kam u buan tsiong e kam kak sing khu ma kiann liau siunn kin
6854041,bo khuann e khai kue sim
6864830,m bian gua hia penn i
6869857,a tsi lang kheh kheh khi khi
6894726,e tsai a u lang khah tian uan lai kong siann mih tsit koh ue ti tiam lai lu tsenn si bi lu tshiau pai tsit tshing khoo to sang ho khang
6906433,o tsiu kok hue mai ti ji khong it ji ni tiau huat tong sing hun hap huat hua e gi te tsan sing khai su kah thng khong
6954659,in ui po su li han poo sing e bun te tsoo i e ing iong lik si tiam giat to e ping tsit
7023153,gua thai ai li soo i tsiah tsiah ni tshong pong
7023161,a an pi a huat ke kai thiam
7035973,thau ke gua na u hiah san s e gua na sing e lueh
7060735,m na si lan hian tai tai gi lang oh thak lian theh lai kai e bian tsia ma hue hue tsit tsiong iong ji huat siunn kue i uat sit tsai put kho tshu
7090102,hennh si u lang beh sue si m
7112197,tong jiang hun hap khuann hua ho lai khuann po tsiu
7124255,goo tiam ji a N V N su tsoo
7178788,to tsit phainn tng la tsui siong hian liami lai bai nng kuai sng khi tsi mua lai
7186352,tioh a thai u khau ling tsiah bian sin lah
7296222,iau m koh u lang ui tioh ko jin e li tik ma hong siann beh lai sio tsinn
7301781,lai tse lai tse
7363220,lai khui mng leh
7393800,khi tui ang a boo oh e si tsing phai e pu lu suh tshau kah tsiann ho khuann
7406413,soo ti tsit tsap kang be sin kok ong sam mng kin ni tsioh gueh tsiah ting ki tse ui
7430267,gua kong buai to kuai lah
7468183,a ha a ha a tsiunn peh a tsiunn peh a
7482956,lip khi
7490227,kau thann iau u tsiok tse siau e tang e tuann gin tah ki liok tsa boo gin a
7506721,sann tsap hue i au to tso sian a siooh m bian tsiah png a hiooh
7519845,sin kuann
7529118,ah li tsang hng to tioh gua khi be tsit kua liau gua khi huan luh lah
7557447,li siann mih si tsun beh tng khi tai pak
7569712,tsoo phai thai lu i king tui khui ah hai thah tiann ue king sai hu lai mua
7582130,siang khi tau te si ki phian tsi lai ka ti ma hiah phoo kui
7596712,eh khi li khuann mai
7659382,siong kue khi phinn suah hi e thau tsing tsit puann si ji khong khong kah ni sia tu tu si to tng tshut pan khi tsit tang
7662842,tsui khang leh khi li kho ling ai tang tsit tai phang phu lai phang
7677163,an ne tso kam ok
7697845,hun lian guan hoo phenn hiong i huan inn a to u tsit king sann tsap ni kiu bo ah lau tiam
7722475,lan hun sann tsjong tsing hing lai tho lun
7765339,sin kiat tshi tsit ui goo hue tsa poo gin a in ui ui tng iam hiah tshut tua tng phah khang king kue kin kip e tshiu sut tsiah kue bin
7814034,li kiann loo na e kuai kuai kam si khi uai tioh
7823408,bi kok kah Iran ma u tiong tong li ik pi lu Iran tsi tshi e Shia bin ping
7851610,ui tsit e kak too khuann tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
7862005,kue lai tsit si a lah
7881781,kiann
7967616,tshin tshiunn han lo poo hun e ong lai am kue tsu pun ing kai si tsit e su
8001515,oo sui ah lai a
8015871,honnh lai lai lai than sio tsia than sio tsia
8030489,tsit hang tshai lai te u tsham le bong tioh le bong bi tsin kau tsin phang
8035833,ah beh siann poo
8143885,sat bak a ti tsa tsing si siann mih khuan lang leh tsiah e
8156232,sian se i tsit kui kang liam mi huah kuann liam mi huah luah kam e si tioh ma la li a
8257079,gua hiong i suat bing hit kiann tai tsi
8271238,tsing lang thiann han tsing li an ne kong long kuann kin an ta u khuann suann ting tsit e khuann tak ke sim lai long am huah tsit siann gua khoo ah suann e tsiah tshiu ping u iann kiam tsit puann khi ah
8275257,li si tui to ui ti tioh tsit tsiah ang a e
8301015,lai kai jip tsoo tsi ah si tse tshai po hing
8328678,sun sun e
8339204,P of AB uan sio i P of a sing P of B soo i mi of AB si hu soo
8377883,pio it ka mi kah CR thau tsing sann tsap tsit pah goo pah tsit tshing sann tshing goo tshing e kiong tong su tsoo e soo liong liat tshut lai han lo kah tsuan lo hun kui sng khai tho lun tsit e su tsoo ti mi kah CR nng e thong ke pio long u tshut hian
8385359,i tsai poo tsap kai u tsun tiam liah tshit ma e bo siann kang khak
8399794,i sing jin iau koh u tsin nng e loo ai kiann
8402818,u gua khiong poo to tshin tshiunn Clinton si gueh ji kau ti New York e Columbia lai hap tsit tiunn e suat kong e
8408002,tak uah au au khioh
8440970,kong ue i tsing king m thang hi hi tsio
8443788,tse tsheh phainn a bin ting u sann e tsiu tsiu sai sik tsui long bo kang
8474550,siann mih thau loo e pi tsit lo khah ho
8479447,lan tsap ji tsing ka hip kah liuTO be be mih kiann khah bo khioh sueh
8499845,li tsa khi si a pin tua khi lai khi hue
8520139,hoo m un a
8582751,tsiong giap soo kam hik po ju si tong king ik giap kiu tshut bu ki tshu kai huai si kia sing phann kai
8584833,li koh u ing khang kau a tau siau tai tsit e mai khi siong su sinn e li a tshi to tsit siann
8593235,mai an ne lah
8610630,kau tann guan tsu bin e tang iong ka ti e bu gi sia kong bun khah sit si tsuan hing tsing gi koh tsai huah tsit tua poo
8653797,i na si tong suan na e ti iau kiu sit hian sing lok li king khai tai kik lai kong ke i king si tsit e sing li
8683996,tsiok tse lang leh ioh ai la lah e ti siann mih si tsun to tann
8711953,tng tang sin the huat tshut sin sit kong i i king siunn pa li suah kong m koh ke nng koh tsin sui
8716981,tsa mih lang kong li au tsui beh khuann e si m
8749820,tiam tiam
8761003,ho tshiann
8797571,siunn beh hoo se kai koh khah uan bi siunn beh hoo ka ting koh khah hing hoo siunn beh hoo se mia koh khah tshiong sit soo i
8802651,na bian siong pan to u tsinn gua sui si thau loo
8838999,tak ke tsiah peh gua lai sann lau tshut king tua thiann tan li ping ki tshiu siok thuan the hing li thok un
8894437,si G e sim khah kam e tang tshah ti sann G e tshiu ki a lai bin
8955105,si sit giam poo soo
8961638,ti leh koo tsa si tsun pian tong long e kha tsit liap mue a kah tsit te tha khu ang
8991032,gua
8991044,hua tso u hing tshoo tshu khan ting li tai uan hian tai si te sann tsap jip ki
9014346,i kheh kui puann poo long kheh bo tham
9039022,na mng kong tsue kin suah loh lai kam koh e u hong thai siong tsio tsit si goo kang si bo khuann e lah guan tsiong ping iu ing kai si bian huan lo
9071241,kuann piann tik tsun pi tai sing tshiang gui ki tsing lang thiann hun bing su au po inn tiunn
9114201,siunn beh ka ti khuann VR to ai sing khi be tsit tsoo khah ho e GPU siat pi
9115762,li sing kiann suh khi tan kai ting a
9144397,bo jin ho e kuan he
9146475,li tioh ka png tsiah hoo liau
9197114,ti bi kok Omar tsing tsok goo kong tng kiam e si tsing tshu bit tsu tong the kiann tsham tsuan tsong thong e si m
9197825,li tsit e lau tau li kam bo hun
9241803,ah sann na bang a me kue ah
9286023,hiong tsing khong
9323655,a lak a phah be kua
9340011,thun leh put tshinn gun tsa boo kiann na u ban it khuann li beh iong siann mih lai pue gua
9439786,kiann kang tsioh iu huat ting kin Paul Fiat e ui tu ho
9447104,ha gua tse m te tsiah khui
9510807,puann kah gua bue ah thau ke niu si tai pak lai e i tso lang tsin ho
9512191,iu un gian pai han ki tshut hang inn tsu sin kang ting he tsok gi kau siu
9512268,na si tsau kang oo e kua leh to si thong koo na si khi tsiah kua leh to si phiam koo tse si kang khuan bo kang sai hu tsiah tui m thang hoo m tioh khi
9530729,i koh sia kong tng tso phai ti tsuan se kai sit khi khuan ui kau ting iu koh kong ue u siann
9656661,tsin tsing kui kang gua kau tsing tshik e sia tiunn David Roskow tu ho ma sia bun tsiunn i tshut tsit tsiong tso huat u tsin tse hong hiam法 huat bo huat too king hiong su thai e kiat ko lai po tsing gi kok e li ik sim tsi siong bue ma si tioh the pat lang tshit kha tshng
9695231,an ne lah
9708839,gua koh khi lai to e sai ah
9722265,tan si tai pak hiah ni hok tsap li tshu tshu tioh ai khah se li leh
9729530,ah tsit nia iunn tsong tshut sui e
9752115,i tsiok gau kah lang kau pue
9768600,hann
9776843,ho ah inn a i king tsiah liau ah gin a jit to kau tsia ui tsi looh han tsing li an ne ka tak ke kong
9786562,tsit e ah si hit e
9799560,tsu tsia e lang ka i be tsit te thoo tho thi i hiam siunn tse thuah to puann khi hing hoo lang
9863691,tshu lai e khang khue tap tap tih tih tak hang long ai gua tso na ia tso e liau
9876269,ah mih a su sit khi tai ah su sit khi tai m
9977641,tu tsiah kong hng lai u tsiah tse lang ti khah sng kok ke moo
