id,sentence
2103803,koh sann tso si hioh phun
2307601,me iong ing bun kau ang koo thong e si tsun li iong tsia e gi su kau tshut tsit ku lan liah tso e thong e ing bun ku m koh kong ing gi e lang kho ling sa bo niau a mng
2324957,hai ang tai i bun ha bue khan e tsit pah khong ji ki
2330115,tse hoo tshuan se a ping pang ho tian bin khuann tshat kan lai u tu li e ping hiong
2386584,mh
2394564,gun kiann tshing XS a looh e kam e tsai hoo gun tshi tshing
2445369,lok si tsit e tua khoo tai tsiah ka gua senn tsit e khong khiann
2501234,gua e ka a kong tshua lai khi tshai tshi a
2548825,kin lai kue liau an tsuann
2596748,tah bong si tshiu na siong sui e si tsun bong tsiong it tsheh khoo tso tsit hue bo gua bo li
2600889,liok bi lai hong hiong
2609074,eh tau khak kai ni bo bun nian leh
2619738,kha tai tshu huainn tsuan ki phann kong e tsong hoo sat kong guat hing
2666049,a lin pe a m ho ah lah lin tsa boo kiann ui tshinn ha tsang ting puah loh lai
2686359,poo oo a tsit e tua mng honnh koh kah ting khah kuan leh
2708885,lin loh e ti hiau si si su tsit si beh kong siannh
2714733,m koo ni tsit e ku hong kau ah hun koo ue beh kah li kong ue li tsit ma si siang khai too ah
2726055,li tioh ai khun khun hoo pa
2738050,hai koo ma he
2767681,lin kiann bo kong kiau u si ge jit tsiu siu kua e si kau mah gua ka lin kong giah pah khuann hng i king sik thang kuah lah
2769096,li iong i e kua siann kah hian a bi miau e suan lut ka ping an ham hing hok thuan tat tshut khi
2791411,ma gua sit e
2796616,sua loh lai beh lai siau kai hue ling ki e an tsuan siat pi to sing mng ti hue ling ki e nng ping sann tsoo am ti thau kah ting hiu sing i ti i a kha
2852459,hau tiunn siann mih tai tsi
2861550,hit ting ai e lah
2863047,sat bak a tu liau kau tshi i gua tu u siann mih ke sik
2897804,e sai hiang khinn e ma si peh sai
2919291,lau hiann ti ooh puann loo to puann loo khi ah tsi m thang tua tse tshiann
2931209,gua hit tsam li tsit tsun jit tsi ke luah hing hok leh
2995543,long hoo se hong mui the khu tshut si sin tsing khan tui gua tsing sik khah top lip tsit king e tiau hian
3018066,ki khuann tui khuann ngoo kik hi si si kho tsing i ka ti tsiang ka poo ka e huan lik
3037760,gua e sim
3044652,i lai kau koo gio e na lai
3091038,ma mah u peh thiann li
3093659,an ne siu kai u e bo bun te poo hun kho ling u bun te
3115433,ah li hiann gua thoo lui si li long hioh gua e leh
3137634,peh pah khong ka khi ni iah gam tsioh iu kah tian kin kong thiann tse ui Google
3140469,tsit e ki khi lang e TTS si iong HTS ah si Tha khoo thong two tso e
3145309,thoo ka tu jiu ho u liu siu tioh senn jih liau liau a kiann
3169009,ki e pue henn peh be te
3178831,tshiann mng e te to tsit ku e kong huat lan tai gi be an ne kong
3211378,mui tsit e lang long si tok li be mui tsit e lang long u ka ti e sing uah king giam kah ti sik
3230934,thng siunn tiunn gua bo se ji tsiah tioh li e khoo
3232546,i kah te sann liap inn a ma tsiah tsiah loh khi na tsiah koh na o lo kong uah gua tsu tshut si kau na m ban tsiah tuan tsiah ni phang e inn a leh
3253943,kiam hiann tsiah kah khau khau khio
3267804,lan tsit tsu tui lok ta ai li tiam kua tsia
3295270,khi lai tsa bong ho
3305210,kak hue a li u iann tsiok sui e liok gun long tsiok him sian kikok kah i li liok un thoo sann khui tshui ka o lo
3317495,ti jit pun sa kuh lah khui e hit tang tsun kui phiann ang ki ki kai sui
3384897,ah beh
3404058,tsap ji ue a siak phua kam u iau kin
3422133,thau tsing kong ui tioh pi sai le sia hio guan na si nua thau lan to m si to le go ah si u iann leh the iau i hiah e tsiong kim
3447981, ho un lah
3470920,li tso ho e PPT sing kia tsit hun hoo gua phinn phang tsit e ho bo
3483233,koh le khi sing le uah beh loo si
3494380,phinn i hiong e sng tshoo sin liap thang hue e pang hoo tshoo tsong e u hit kang siunn li pho si puann e bang
3513041,ng thah tshah i
3516779,li e phue hu gong khi lai kiu kiu kiu be sun a gin a leh
3520359,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
3523962,ha khan a
3535048,khah ji huan ti beh khuann koo
3537894,ma tshang hui e hiu kong jian si he ku
3605681,gua a put lah e ing tsit su
3618546,tshiu lai theh hit tiunn phue tsuah na thak bak sai na thok thok ti
3667746,i tshin gua bo nng bai to kang hue ah
3689268,lau gua ko sann pe giap e ing gi tsuan giap thang ng ni
3699970,in tau e tian hue long ua e loo i ti eke tsiann tng e
3740638,tsan sing tsia o lo i kiann u sit lo suann m koh kiong to tong tiunn kok hue ka te tse
3754174,pe i tsinn kuai leh tue lang tsau ah
3759954,li kam iau koh u gi thann e hong huat lai tsoo tong siu huat
3826063,i tsing li tai gi su lui tsong si tsi kua kang ting ma su iau siong se e kui ue
3835742,he tian tong tshia honnh tsau ke tin lang in kai si bo tian a ai ka ba tian li theh tshut lai tshiong tian tsit e
3911163,tshi hu khau bah toh ling kui pue ah ho bo
3949192,kiong koo ni tai khuann put e tsu liau khoo ma khai si khi tai uan thiong kok ping soo tsai kian lip
3982394,lan kin lai tsiah png ah
4002232,oo too bai si tsiann ping siong e kau thong kang khu tsuan tai uan tshue bo lang be hiau thiau oo too bai e
4141604,li e ha piah phai iau kio
4182998,tiam tiam tit pinn a tso bo su jin
4189247,ke lang bio khau e thian pu lah siong u mia
4212496,li tsit e ho tenn leh
4217463,tsit siang bue a
4309557,li kiat lun tsok tsiann kong Obama e iu tiam si i tsu liong su liong king tse kah gua kau e lik liong
4326594,si an tsuann in liat kah khuann bian tsinn e gun be iong tsiah
4331509,phainnnh ling lang u hi hoo tshui ngoo ok png
4336860,lai hang lang o lo u hing kui gua hang e koo ua oo khiah khiah
4381350,bian koh pian han kah ni te li tsinn i to hai gua lah
4412195,i kiann tah bin sik peh sut sut
4414149,in a jit e ting hun to honnh kam e sai siann li the gua ka si kua tong song hai nai hi in e ui a ho bo
4429397,li sing thiann sug hit tan kære ting a
4457974,tse to tso sing m na si kann lak siunn kheh kui iong siunn kuan kuan li siunn khun lai nia nia tsiah tse lang hit kuainn
4521894,tsit ma ma si kang khuan mah
4537848,tsit gua tsit kha su li pah phah ka tsua
4552098,gua khi tai tshiann tsue kin tse ka si e phai ia tsuan poo uann gueh
4569283,li tshiu ng lik khi lai sun suann ka li pong hui ap
4629126,ah jiong sim ka ti it ting phann e tioh lang ping iu
4649276,ui tioh siau loo tshi tiunn tua lat thui sak kik tuan e siau hui tsu gi hoo lang tsit si a to sui tiau ti bo pit iau e khai siau
4668505,a tsui peh a sang hoo gua sann tsap pau thng a
4669074,li hit lo ga suh kam u kuann e u ga suh bi tsau tshut lai
4670610,tsit te phang lai ke khu li mu iau koh sio sio gi na lang hun ai tsiah e
4683343,aih ioh
4738641,tso tsit kua sin the bo tiann e kah i e tai tsi phoo phoo thann thann tsiong i tsing giq thai sin the e giah
4740471,tsann si jin uann to gi khuann
4756797,hai kuan thong gueh liau au tsiah khi hau khi sik sio tan si kan na u khah liong e tang khi seh bian sue ke
4798144,gua ui ioh ho e lah
4832007,in to si hoo ting sop tsiah e tak pai lam e lau kau mih thiann
4857311,sin lun te tshiann kai sueh tsok tsia e soo kong lu sing m si tshut si to tsiann tso lu sing si hong kau iok tso lu sing e tsit ku ue e i ham tsap hun
4887436,tan si
4896376,C tso tai gi bun bun bu e hun khiah Pha sin bi iong gi huat tshiu Pha sin tshui kai tsin gi su tah phue e tsik khah lut
4908017,gua lai khi tian iann iann
4929393,a bu gua ia m si tshann hue gin a na e le hong si m
4931486,ong hai thai lin sin pu si tsai tsin gau tsu kah kui to phang kong kong
4947445,li thau mng tshui tshiu peh lau khok khok ah iau koh siunn beh kah lang tshua sui boo ooh
5036982,be li siunn kheh khi ah
5056317,piau tai ka ti e tsu tiunn tshu bi ah si kong si kua tshio khue
5060932,tioh ai pe bu tsu hun ai u jin ke lang kai siau li hong tsau poo ah m tsai him a hoo luan luan kau
5065403,tng lai ah
5082688,ng ping iu liam mih to beh lai a jiann ma huat li theh kua ioh beh tsit kua ni kiann tshiann lang tsiah
5114319,nng e lang hiah ni ho suah tiann kau bue bo ua kho ai tshin tshiunn sak bun pue tsing hun na e tsiah ni po
5145207,hiong hiong u tsit e lang ka i ioh tsing sin i bak tsiu nia kim khuann tioh tsit e bin tshiunn tsiok bai e tsa poo lang tsiann tua siann ka huah
5161983,li ka sing gua e kiong sim khng ki to ui bo tai tsi thang tso e si li kam e khang hi tsit e lang e si
5175224,tsit tsun hoo lan theh lai liah siu khi e tsiau a
5180973,tui in tshu lai hiong tioh si siann khuan in kng tuan e ji sing e an tsuann
5187653,ting kok m hing hoo bi kok e tshit tshit ian kiu ke tse e pian kok sam bu luh
5199454,ai ia m si hannh
5262164,khui na e bo kuainn ah
5262226,li khuann mui tsu ooh tsiah gau khinn ke tsit ma tsing hui tsiah bat tai tsi gua tui tan ka u kau tai a lah
5265853,u i guan ah si u kho ling ti li khong it liong ni tsham suan tsong thong e kiong ho tong jin su
5278409,kiann bi kok Iran kiann ua Saudi kho ka ti bi kok tsue kin ka Iran kai sian kuan he i king in khi tsit khuann
5303777,tsia ping khui mng loh tshia tsin tsing tshiann tsu i tshia siu kah bue tai tiong e phang m thang lak bue phang lin
5367259,li na kah kiam ji sann tsap hue ah honnh gua tsiah phah hoo li tsiah
5375914,i kai piak kian siau tai i sing tau kiat kin gong gong kui loh ik e pang ian kim hoo phian liau liau
5409792,mng kiann kuann hoo ho oo
5416794,au khia na bo liong ui hue kah phenn tiau leh kho lik hiong ku e tshiu iap hoo gu hiong sim kam thann an ne luat puh
5426392,kin leh king leh a ha puh bo khi ah
5457111,mh hah hah hah
5458367,tsit gua thoo lau khng khong kah mi mi mi mi tsiann ho loh lau
5479445,eh ah li tsiah ka gua kai mia lah ah lin be kio tso tsio a kau lah
5512217,soo ng i tshiu ki a kam u ho iong
5535176,hngh tsiah niau
5586306,sin niu sin niu sui tang tang khoo te ho ho bo khuah khang si long kuai a thang kuan kuan kiann sun tai tai tiong tiong uan
5671133,kong bo nng tu tsiok beh khi khah tang tshiu ah
5678010,ling gua hun si giam tshai iong kan hua e su lui kam a kun tua lui tong su nia su hing iong su ting ting
5684091,ing am gua tsiah kah li lian lok
5738755,thinn khi tua huann a thah tsit nia oo bah khah ho
5756781,heh heh
5784654,i tshit tshi tshng tshng te hau li thng long bo hiann e
5808321,siunn khuann lai kong khuann lai le a kah iunn a tsha ti toh
5819510,a pah mai phah khau pai mennah
5827454,a sui kam moo a mai tsoo li theh i tshing ka
5836953,in e put buan koh kah lai tsu san tsia e tsng kha e put buan hue hap tui sia hue e un ting tso sing thiau tse
5844820,a peh
5845517,i si tsit e tsin lau sit e sian si lang
5852782,i ui tioh phio bang ne king lian kong ong po tshuan ka sih ping kui si thau tsit tshut tai uan lang hip e tua ki phinn tian iann
5863299,tsai pinn e hai ni a long si gua e khai kng nua loh senn thau khuann bue khue thau khuann siunn gua e kng tshi tsuann khuann tioh gua be khi tiam bo hue
5866760,ping siong si khang khue tso kah puann me tsiah png kuan si na phue tian nau
5870136,tsit ma si guan tsu bin tsok gi ng bang li lai kheh ka gi tai gi long u gi hue
5893431,tsu mue hoo gua tsiah
5922588,lai tshiu kua
6051987,khang ke a lai king to tsit e suan hang siong tho tong
6073319,a peh si gua
6083243,ng siann mih e ian guan tso khi lai ma bo kai khuai looh loo pinn e ke iu kui jit ing sian sian
6093391,si lah gun tsai iann m tioh ah lah
6150588,tsit puat ko tse kah lian bing lai te khi thang tong phai e i kian u sio khan lian
6209090,thau koh goo liap e inn a ooh tsit liap tsit kak gin nng liap nng liap gin sann liap tsiah pian tsinn ooh m khuann liat siann khi in tsit kua kiann loo lang leh tsu i
6264694,in ui siam pi oo too bai suah tsing tioh ang bo thoo hoo nua kiau tshiann e tshia thau thap oh tsit e tsin giam tiong
6264813,tsan e kam moo a lai too li theh tshiann khah
6286153,kho ho ling bo huat too tsun si si le
6298593,tshiann li ti long tsit siann liau au khai si lau ue to sia
6368252,senn ang e kau guan si to tsit e
6378957,ling gua ing ki ing bun e gi liau khoo tso tshut lai gi su tah phue tai su in act tsi si tai ing su bat uan su oh bo in ui pin lu tsin kuan tsiah e gi su e gi su tah phue of loh that bo tshu ti in oh ma long pai ti tsiann thau tsing
6400270,sit ka lin ke tiam leh kong
6502876,e khi tshik tioh lang e i su
6515785,in ui hue gam tiann tiann su iau hua liau ti liau kue thing hoo i thiann tiuh tiuh
6556685,kio siann mih a
6558962,ah gua koh lai tsiau hoo lang kheh lah honnh
6563090,eh
6581417,he thai e sai gua iau be tsiah tioh neh u lang bo huann hi leh tua siann hua
6624379,tai i to kau hoo li tsiau koo honnh
6707258,kue hai kuan tsin tsing u tsui ah si pak khuan tshiau kue tsit pah CC e ik the long ai to tiau u lai tah to a ah si pak e ui kin phin e tsiann tsu long tan tiau te sai tsa ki sing hu ting
6730943,tsit e u khiann sin e a i koh ka in ting se sing khu tsit pai phak tah liau au theh put tau kau put kah tshiunn sin e kang khuan tsing tshah sik tsui u khah sit
6751103,tshin tshiunn in gueh kua hoo bo ting ni tsue tsiah ni long ai iong su tui lai tso
6766967,tsia bo huan ging li lah
6776266,gua e sing khuann lah
6792883,ho ho i au na si huat sio tshiau kuan nng kang tioh ai sui lai kiam tsa oo
6793553,oo bah sng li ho li beh ai e mih kiann ti tsia
6798235,ki hue e ti lak bue te i tsing la sing hiap gi
6812908,iu tu khing sian sinn iu bok khing sian sinn li lau bu to teh tshue li tshiann kau te ji hui tai sio tan to sia
6827860,gua tsit ma ting tioh leh a tsiunn ke e tshu u ing jia lai tse lah
6851252,tsing ho lai e si sim lai kam u buan tsiong e kam kak sing khu na kiann liau siunn kin
6854041,bo khuann eh khai kue sim
6864830,m bian ua hiah pe
6869857,a tsi lang kheh kheh khi khi
6894726,e tsai a u lang khah tian uai lai kong siann mih tsit koh uai ti tiam lai lu JCB lu tshua bai tsit tshing khoo to sang ho khang
6906433,ok tsiu kok hue mai ti ji khong it ji ni piau huat tong sing hun hap huat hua e gi te tsan sing khai su ka thng khoo
6954659,in ui bo su li han poo sing e bun te tsu i e ing iong tioh si liam giap to e phin tsit
7023153,gua thai ai li soo i tsiah tsiah ni tshong pong
7023161,a an li a huat ke kai khiam
7035973,thau ke gua na u hiah san s e gua na sing e lueh
7060735,m na si lan hian tai tai gi lang oh thak lian the lai kai e bian tsia na hue hue tsit tsiong iong ji huat siunn kue i uat sit tsai put kho tshu
7090102,hennh si u lang ngat sueh si m
7112197,tong jiau hun hap hua hua ho lai khuann po tsiu
7124255,goo tiam ji a N V N su tsoo
7178788,to tsit phain tu nu a tsui siong e liam la be nng pai sng khi tsin hua lai
7186352,ting a phainn u ho ling tsiah bian sin ah
7296222,iau m koh u lan kui tioh kho jin e li tik phang hong siann beh tai sio tsin
7301781,lai tse lai tse
7363220,lai khui mng leh
7393800,hit tui ang a boo oh e si tsing phai e pu lu su tshau kah tsiann ho khuann
7406413,soo ti tit tsap pang be si koo ong sam m kin ni tsia gueh tsiah ting ki tse ui
7430267,gua kong uai to u khuai lah
7468183,a ha a ha a tsing peh a a tsing peh a
7482956,lip khi
7490227,kau thann iau u tshut tse siau liat lang e tuann gi tah gi liok tsap goo gin a
7506721,sann tng hue i au the tso sianna siooh m bian tsiah pngah hiooh
7519845,sin kuann
7529118,ah li tsang hng to kio gua khi be tsit kua liau gua khi huan ju lah
7557447,li siann mih si tsuann beh tng khi tai pak
7569712,tsoo khai thai lu i king khui khui ahai khah tian ui king sai phu lai uann
7582130,siang khi kau te si ki phian tsi lai a ti ma hiah phoo khui
7596712,eh khi li khuann mai
7659382,siong gueh khi phinn suah hi e thau tsing tsit puann si ji khong khong pat ni sia e tu tu si to tng tshut pan khi tsit tang
7662842,tsui khau be khi li kho ling ai tau tsit tai phang phu lai phang
7677163,an ne tso kam ok
7697845,khun lian guan oo phenn hiong i huan i iann to u tsit king sann tan mi king bo a lau tiam
7722475,lan hun sann tsiong tsing hing lai tho lun
7765339,sin tik tshi tsit ui goo hue tsa poo gin a in ui ui tng iam hiah tshut tua tng phah khang king kue kin kip e tshiu sut tsiah kue bin
7814034,li kiann loo na e kuai kuai kam si khi uai tioh
7823408,bi kok kah Iran ma u tiong tong li ik pi lu Iran tsi tshi e Shia bin ping
7851610,ui tsit e kak too khuann tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
7862005,kue lai tsi si a lah
7881781,kiann
7967616,tshin tshiunn han lo poo hun e ong lai am kue tsu pun ing kai si tsit e su
8001515,oo sui ia bai a
8015871,honnh lai lai lai than sio tsia than sio tsia
8030489,tsit hang tshai lai te u tsham le bong tiam le bong bi tsin kau tsin phang
8035833,ah beh siann poo
8143885,sap bang a ti tsa tsing si siann mih khuan lang leh tsiah e
8156232,sian se i tsit kui kang liap mi hua kuann liap mi hua luah kam e si tioh ma la li a
8257079,gua hiong i suat bing hit kiann tai tsi
8271238,tsing lang thiann han tsing li an ne kong long kuann kin a tah u khuann suann king tsit beh khuann tak ke sin lai long am huah tsit siann gua khoo ah suann e tsiah tshiu ping u iann kiam tsit puann khi ah
8275257,li si tui to ui ti tioh tsi tsiah ang a e
8301015,lai kai jip tsoo tsi ah si tse tshai po hing
8328678,sun sun leh
8339204,P of AB uan sio i P of a sing P of B soo i mi of AB si hu soo
8377883,pio it ka mi kah CR thau tsing sann tsap tsit pah goo pah tsit tshing sann tshing goo tshing e kiong tong su tsoo e soo liong liat tshut lai han lo kah tsuan lo hun kui sng thai tho lun tsit e su tsoo ti mi kah CR nng e thong ke pio long u tshut hian
8385359,in tshai poo tsau kai u tsu iang liah tshit ma e hoo siann liam khah，
8399794,i sing jin iau koh u tsin tng e loo ai kiann
8402818,u gua khiong boo to sin siunn Clinton si gueh e ji kau ti New York e Columbia lai hap tsit tiunn e suat kong e
8408002,ka gua au au khioh
8440970,koo uai i tsing king m a hi hi tshing
8443788,tse tsheh phainn a bin ting u sann e tsiu tsiu sann e sik tsui long bo kang
8474550,siann mih thau loo e pi tsit lo khah ho
8479447,lan tsap ji tsing tah jip WTO be be mih kiann khah bo khiau sueh
8499845,li tsa khi si a pin tua khi lai khi hue
8520139,hoo m uann a
8582751,tsiong giap sau kam hik po ju si tong king ik kiap kiu tshut bu ki tshu kai huai si kia sing phann kai
8584833,li koh u ing khang kau a kau siau kai tshit e nai khi siong su sinn e le a si to tsit siann
8593235,mai an ne lah
8610630,kau tann guan tsu bin e tang iong ka ti e bu gi sia kong bun khah sit si tsuan hing tsing gi koh tsai hua tsit tua poo
8653797,i na si tng suan na e ti iau kiu sit hian sing lok li king khai tai kik lai kong leh i king ji tsit e sing li
8683996,tsiok tse lang leh ioh a la la e ti siann mih si tsun to tann
8711953,tng tang sin the huat tshut sin sit kong i i king siunn pa li suah kong m koh ke nng koh tsin sui
8716981,tsit mih lang kong──miau tsin beh khuann i si
8749820,tiam piau
8761003,ho tshiann
8797571,siunn beh hoo se kai koh khah uan bi siunn beh hoo ka ting koh khah hing hok siunn beh hoo se mia koh khah tjong sit soo i
8802651,na bian siong pan to u tsinn gua sui si thau loo
8838999,tak ke tsiah peh gua lai sann lau tshut king tua thiann tan li ping gi tshiu siok thuan the hing li thok bun
8894437,si G e sim khah kam e tang tshah ti sann G e tshiu ki a lai bin
8955105,si si giam poo soo
8961638,ti leh koo tsa si tsun pian tong long e ka tsit liap mue a kah tsit te tha khu ang
8991032,gua
8991044,hua tso u hing tshoo tshu khan ting ti tai uan hian tai si e sann tsap jip ki
9014346,i khenn kui puann poo long khenn bo tham
9039022,na mng kong tsue kin suah loh lai kam koh e u hong thai siong tsioh tsit si goo kang si bo khuann e lah huan tsiong ping iu ing kai si bian huan lo
9071241,uah piann tioh tsun pi tai sing tshiang gui ki tsing lang thiann hun ping su au po inn tin
9114201,siunn beh ka ti khuann VR to ai sing khi be tsit tsoo khah ho e GPU siat pi
9115762,li sing kiann suh khi tan ke ting ah
9144397,bo jim ho e kuan he
9146475,li tioh ka png tsiah hoo liau
9197114,ti bi kok Omar tsing tsok goo kong tng kiann e si tsing tshu bit tsu tong the kiann tsham tsuan tsong thong e
9197825,li tsit e lau tau li kam bo hun
9241803,ah sann na pah nghe kue ah
9286023,hiong tsing khong
9323655,a la bah phah be huai
9340011,hun be put tshinn hun tsa boo kiann ma u ban it khuann li beh iong siann mih lai kue gua
9439786,kiah gam tsioh iu huat tian git koo kheh e ui tu ho
9447104,ha gua tse hng te tsiah khui
9510807,gua ngau gua gueh ah thau ke niu si tai pak lai e i tso lang tsin ho
9512191,iu un gian pai han gi tshut hang inn tsu sin kang ting he tsoo lui kau siu
9512268,na si tsau kang oo e kua leh to si thong koo na si khi tsiah kua leh to si phiam koo tse si kang khuan bo kang sai hu tsiah tui m thang hoo m tioh khi
9530729,i koh sia kong tng tso phai ti tsuan se kai sit khi khuan ui kau ting iu koh kong ue u siann
9656661,tsin tsing kui kang gua kau tsing tshik e sia kiann leh bi Russia tu ho ma siann bun tsiunn i tshut tsit tsiong tso huat u tsin tse hong hiam puah puah bo huat too king hiong su thai e kiat ko lai po tsing bi kok e li ik sim tsi siong bue ma si tioh the pat lang tshit kha tshng
9695231,an ne lah
9708839,gua koh khi lai to e sai ah
9722265,tuan si tai pak hiah ni hok tsap li tshu tshu tioh ai khah se li leh
9729530,ah tsit nia iunn tsong tshut sui e
9752115,i tsiok gau kah lang kau pue
9768600,hann
9776843,ho ho ah inn a i ting tsiah liau ah kin a jit to kau tsia ui tsi looh hai tsing li an ne ka tak ke kong
9786562,tsit le a si hit le
9799560,tsu tsia e lang ka i bian tsit peh thoo tho phi i hiam siunn tse thuah to puann khi hing hoo lang
9863691,tshu lai e khang khue tak tak tih tih tak hang long ai gua tso na tso e liau
9876269,a mai a si tshenn khi tai lah a si tshenn khi tai lang
9977641,tu tsiah kong hng lai u tsiah tse lang i hiah sng thoo khe mok
