id,sentence
3037760,gua e sim
3044652, i lai kau kong ioh e a lai
3091038,ma bah gua peh kiann li
3093659,an ne siu kai u e bo bun te poo hun kho ling u bun te
3115433, ah jin e gua hoo lui si mih tong hio huai leh
3137634,te na hong ka tinn iah gam tsioh iu kah lin gin kong teh te i Google
3140469, tsit e ki khi khi lang e TTS si iong HTS ah si Taco Trong two tso e
3145309,hoo kann kong jiu ho u piu siu tioh senn ji liau liau liau a kiann
3169009,ki e puennu pe be be be
3178831,tshiann mng e te to tsit ku e kong huat lan tai gi be an ne kong
3211378,mui tsit e lang long si tok li be mui tsit e lang long u ka ti e sing uah king giam ka ti sik
3230934,thng sin khinn gua bo se ji tsiah tioh li e khoo
3232546,i ka te sann liap inn a ma tsiah tsiah loh khi na tsiah koh na o lo kong uah gua tsu tshut si kau tann m lan tsiah kuan tsiah ni phang e inn a neh
3253943, kiam hiann tsiah khauh khauh hioh
3267804,lai suh ioh kua ai ni pian gua siann
3295270, khi lai tsa bong ho
3305210,kak hue a liu u iann tsio sui e liooh gun long tsiu him sian jio kah i li li liooh un tong sann khui sui ka o lo
3317495,i jit pun sa kuh lah khui e hit tang tsun khui phiann ang hi ki kai sui
3384897, ah mh
3404058,tsap ji ue a siap hua kam u iau gin
3422133,thau tsing kong ui tioh pi sai leh sia hio guan na sin ua thah u lan to m si to e go ah si u iann e theh iau i hia e tsiong kim
3447981, ho un ah
3470920,li tso ho e BBD sing hiah tsit hun hoo gua phinn khang tsit e ho bo
3483233, koh le ki sing le uah beh loo si
3494380, phinn i hiong e sng tshoo sin liah thang ue i pang hoo tshoo tsong e u hi kam siong li kho si kuah e lang
3513041,ん。あ。か。いい
3516779,li e phue hu bong li lai iu iu iu ge sun a iann e
3520359,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
3523962,tha khan a
3535048, kann suh an ni beh put boo
3537894,ma tshah hui e hiunn kong lian si he ku
3605681,gua a put lah e ing tsit su
3618546, tshiu lai theh hit tiunn phue tsuah na thak bak sai na thok thok ti
3667746,i tshia gua bo noo pai to kang hue ah iah
3689268,lau gua ko tsann pit khiap e ing gi tsuan giap thang ni
3699970,in tau e tian hue long uah e loo i li e ke tsiann kng e
3740638,tsan sian tsia o loh i kia u sit tong suann i koh kiong to tong ti kok be ka te tse
3754174, peh i tsi kuai leh tue lang tsau ah
3759954,li kam iau koh u ki thann e hong huat lai tso tong siu huat
3826063, i tsing li tai gi su lui tso u si tse si kua kang king ma su iau siong se e kui ue
3835742,he tian tong tshia honnh tsau ke tin kang in ka si in bo tian a ai ka ba te li theh tshut lai tshiong tian tsit e
3911163, tsiu hoo a te lin ui kue ah ho bo
3949192, king kong i kai hua bun e tsu liau khoo ma khai si i tai uan hiong kok ping soo tsai kian lik
3982394, lan kin lai tsiah png ah
4002232,oh too bai si tsiann bing siok e khau thong kang khu tsuan lai uan se lo lang e hiau khiau oh too bai e
4141604,li e hau liap phai iau kih
4182998,tiam tiam tit pinn a tso bo su jin
4189247,ke lang bio khau e thian pu lah siong u mia
4212496, li tsit e ho ne
4217463,tsit siang gueh a
4309557,li kiat lun tsok tsiah kong Obama e iu tian si i tsu tiong su iong king tse kann gua ka e li liong
4326594, si an tsuann in te kah khuann bian tsinn e gun be iong tsia
4331509,maih gi a tang u hinn bo sui m ho ok m
4336860,lai hang lang o lo u sing bi gua hang e oo a oo khia khia
4381350,bian koh pian han kah ni te li tsinn to hainn gua lah
4412195,i kia kah gin sik e sut sut
4414149,いのしで ting hun ko honnh kann be sai siann li the mua ka si kua kong song han na hi in e ui a ho bo
4429397,li sing thiann suh hi lan hiah ing ah
4457974,tse to tso sing m na si kann gak siunn kheh bue iong siunn kuan kuan li siunn khun lan iann nia tsiah tse lang hit kuainn
4521894, tsit ma ma si kang khuan mah
4537848,tsioh gua tsit kha su li pah phah ka tsuah
4552098,gua hi lai tshia tsue in tsi ka si e phai ia tsuan kong hua bue
4569283,li tshiunn ng lik khi lai sun suann ka li pong hui ap
4629126,a jiong sim ka ti in ting phainn tioh lap ting iu
4649276,ui tioh siau loo tshi tiunn tua lat thui sak kik tuan e siau hui tsu gi hoo lang tsit si a to sui tiau ti bo pit iau e khai siau
4668505,a tsui peh a sang hoo gua sann tsap pau thng a
4669074,li hit lo ga su kam u kuainn u ga su bi tsau tshut lai
4670610,tsit e thang lai he khu li mu hiau khah sio siann gin a lang hun ai tshia e
4683343,aih ioh
4738641,tso tsit kua sin the bo tiann e kah i e tai tsi phoo phoo thann thann tsiong i tsing giik thai sin the e giah
4740471, kann jinn ma ho hi kuh
4756797,hai kuan hong gueh liau au tsiah khi hau khi sik sik tan si kan na u khah liong e tang khi seh bian sue ke
4798144,gua ui ooh leh a
4832007,kin to si ho ting sop tsiah e tak tai lang e lau kau mih hiann
4857311,sin lun te tshiann kai sueh tsok tsia e soo kong lu sing m si tshut si to tsiann tso lu sing si hong kau iok tso lu sing e tsit ku ue e i ham tsap hun
4887436,tan si
4896376, जी tso tai gi bun bun bu e hun phiah Hassen li iong gi huat siu Hassen Trio kai tsin gi su tah phue e tsik khah lut
4908017,gua e li tian hiann inn
4929393,a phu gua ia m si tsam hue gin a no e be hong si m
4931486,ong hai thai lin sin pu si tsai tsin gau tsu kah kui to phang kong kong
4947445,li thau mng tshui tshiu peh lau khok khok ah iau koh siunn beh kah lang tshua sui boo ooh
5036982, be li siunn kheh khi ah
5056317,kiau tat ka ti e tsu tiunn tshu bi ah si kong si kua sio khue
5060932,tioh ai peh mu tsu bun ai u jin ke lang kai siau li hong tsau poo ah m tsai him a hoo luan lang kau
5065403,tng lai ah
5082688,ngng ping iu liam mi to beh lai ah tsiann ma phat li kheh gua ioh bi tsit kua i biann tshi a lak tsiah
5114319,，na e lang hiah ni ho suah tiann kau bue bo ua kho ai tshi tshiunn sat bun phue tsing hun na e tsiah ni po
5145207, hiong hiong u tsit e lang ka i ioh tsing sin i bak tsiu ngah kim phuann tioh tsit e bin tshiunn tsiok bai e tsa poo lang siann luah siann ka huah
5161983,li ka sin gua e kiong sim khng i ko ui bo tai tsi phang tso e si li kan e khang hi tsit e lang e si
5175224, tsit tsun hoo lan theh lai liah siu khi e tsiau a
5180973, tui in tshu lai hiong giap si sih siang khuan in kam koh ban e li sian e an tsuann
5187653, king kok m hian hoo bi kok ian sit tshit ian giu e tse e ian kok sam phu luh
5199454,ai ia m si a
5262164, khui na e bo kuainn ah
5262226,li khuann mui tsu ooh tsiah gau khinn ke tsit ma tsing hui tse bat tai tsi gua tui tan ka u kau kai ah lah
5265853, u i guan ah si u kho ling ti li khong it liong ni tsham suan tsong thong e kiong ho tong jin su
5278409,kiann bi kok Iran kiann ua Saudi kho ka ti bi kok tsue kin kah Iran kai sian kuan he i king in khi tsit khuanda
5303777,tsiann ing hui mng loh tshia tsin tsing tshiann tsu i tshia siu kah bue tai kiong e phang m thang kah bue phang lin
5367259,li na koh kiam ji sann tsap hue ah honnh gua tsiah phau hoo li tshiah
5375914,i kai liah kian siau kai i sing kau ke kin gu mong kui loh ik e puann kan gim hoo phian liau liau
5409792,mng kiann kuann hoo ho oo
5416794,au piah nai hoo lu gi hue kah phenn liau leh ho ngia miau ku e tshiu hiah hoo guh iong sin kann kha an ne luah poo
5426392,kin e king e a hap hong loh khi ah
5457111, mh hah hah hah
5458367, tsit uann thoo lau khng khong kah mih mih mih tsiah hng loh lau
5479445,eh a li tsia ka gua kai mia lah a lin be kio tsiah tsioh a kau lah
5512217, song i tshiu ki a kam u ho iong
5535176, Hngh m tsiah niau
5586306, sin niu sin niu sui lang kang khoo te ho ho bo huah khang sin long ue a thang kuan kuan kiann sun tai tai tai kiong siong uan
5671133, kong buan nng tu siap beh khi khah tang tshiu ah
5678010,ling gua kun si kiann tshai iong kan hua e su lui tiann na kun tua lui tong su ngia su hing iong su ting ting
5684091, ing am gua tsiah kah li li lian loo
5738755, thinn khi tua hua thah tsit nia ooh bak khah ho
5756781, heh heh
5784654, i tshit tshit tshng tshng teh hau li kam long bo thiann e
5808321, siunn khuann mai hong khuann ai le a kah iunn a tsha ti toh
5819510, ἀa pah muai kha khau muai mui kah
5827454,a sui kah moo a ma tsok li the i tshing ka
5836953,in e put buan koh kah lai tsu san tsia e tsng kha e put buan e put buan hue hap tui sia hue e un ting tso sing thiau tse
5844820,a keh
5845517, i si tsit e jin hau tsi e jian si lang
5852782,i ui tioh phio bang ne king lian kong ong po tshuan ka sih bing kui si thau tsit tshut tai uan lang hip e tua ki phinn tian iann
5863299,tsai iñ e hai ni a lo si gua e khai tng mua lo senn hau khuan bue khue khah phu sinn gua ho si tsuann huann liap gua e tse bo hue
5866760,ping siong si khang khue tso kah puann me tsiah png kuan si na phue tian nau
5870136,tsit ma si guan tsu bin tsok gi kng bang mi lai he la hi lai gi lai gi long u gi hue
5893431,tsu mua e hoo gua tsiah
5922588, lai tshiunn gua
6051987,khang ke a lai king to tsit e suan hang siong kho tong
6073319,a be si gua
6083243,ng siann mih e ian guan tso khi lai ma bo kai khuai loo loo pinn e ke iu kui jit ing sian sian
6093391,si lah gun tsai iann m tioh ah lah
6150588,tsi mok ko tse kah lian bing lai te hi ha hong phai e i kian u sio khan lian
6209090,tha koh boo e in hooh tsit liap tsit khah gin nng liap nng khah gin sann liap tsit pian tsinn ooh khuann e siann khi in tsit kua kiann looh lang tsu i
6264694,in ui sian ti oo too bai suah tsing tioh ang mooh thoo hoo nua kiau tshia e tshia thau thap oh tsit e tsin giam tiong
6264813,tsan e ka moo a lai tso li kheh tshing a
6286153, kho ling bo huat too tsun si sit le
6298593,tshiann li ti loo tsit siann liau au khai si lau ue to sia
6368252, अस आng e koh guan si to tsit e
6378957,ling gua ing gi ing bun e gi liau khoo tso tshut lai gi su tah hue tai su in at ji si tai ing su bat uan su oh bo in ui bin lu tsinn kuan tsiah e gi su e gi su tah hue of loh lat loh tshut pi in oh ma long pai ji tsiann hau tsing
6400270, tsi ka lin ke tiam leh kong
6502876, e khi tsh gioh lai i sun
6515785,in ui hue gam tiann tiann su iau huah liau ti liau kue thing hoo i thiann tiuh tiuh
6556685, kio siann mih mia
6558962,ah gua koh lai tsiau hoo lang kheh lah honnh
6563090, ooh
6581417,he thai e sai gua liau be tsiah tioh e u lang bo huann hi beh tua siann hua
6624379,kah i tng ka hoo li tsiah koo honnh
6707258,kue hai kuan tsin tsing kuh tsui a si pak khuan tshiau kue tsit pah si si e ik the long ai to tiau u nai kah to a a si pak e ui kin phin e tsiann tsu long tan liau te sai tsa gi tshing hu ting
6730943,tsit e u thiann sin e a i koh ka in ting se sing khu tsit pai phak ta liau au the u tau kau u ka tshiunn si ne kang khuan tsing tsha sik tsui u khah sit
6751103, उन्द्यl अदद ढियl ऎद्यl
6766967, tsia bong huan ian ni lah
6776266,gua e sing hua ah
6792883,ho i au na si huat sio tshiau kue nng kang ioh ai sui lai kiam tsa oo
6793553, oo bah soh m li ho i leh ai e ni kiann tit tsia
6798235, i ki hue e ti lak bue ke i tsing la sing hiap i
6812908,iu tong khing sian sinn iu tong khing sian sinn li lau bu tng ke tshue li tshiann kau ke ji hui tai sio tan to sia
6827860,gua tsit ma ting theh leh a jiunn peh e tshu u ing jia lai tse lah
6851252,tsing ho lai e si sin lai kam u buan tsiok e kam kak sing khu ah kiann liau siunn gin
6854041,bo khuann eh khai kuai sim
6864830, ἀ，m bian gua na penn
6869857,a tsi lang kheh kheh khi khi
6894726, e tsai a u lang khah tiam uai lai kong siap bi tsit koh huai pi kiam lai lu JCB lu thua pah tsit tshing khoo to sat ho khang
6906433,ng jiu kok hue beh ti ji khong it ji mi biau huat tong sing hun hap huat hua e gi te tsan sing hai su kah thng khoo
6954659,īm ui bo sui hap moo sian e bun ke tsong i e ioh kiong pio si ka pian ho e in tsit
7023153,gua thai ai li soo i tsiah tsiah ni tshong pong
7023161,a an li a huat e gai khiam
7035973, thau ke guan a u phia san s e guan a sing e lueh
7060735,m na si lan hian tai tai gi lang oh thak lian theh lai kai e bian tsia ma hue hue tsit tsiong iong ji huat siunn kue i uat sit tsai put kho tshu
7090102, hennh si u lang beh sueh si m
7112197,tong hio hun a khuann hua ho lai khuann o tsiu
7124255,goo khiam ji a N V N su tsoo
7178788,to tsit khuan tng gua tsue i siok hian liam lai leh nng kuai tng khi tshi mua lai
7186352, tioh a thang e u ho ling tsiah bian sin ah
7296222,iau m koh gu lan ui tioh ko jin e li giap phah hong sia beh lai sio tsinn
7301781,lai tse lai tse
7363220, lai khui mng leh
7393800, khi tui ang a boo oh e si tsing hai e ku lun su khau khah tsiang ho khuann
7406413, Soo hi tsit tsap kam e si goo ong saman kin ni tsia gueh tsiah ting gi tse ui
7430267,gua kong buai to buai lah
7468183,a ha a ha a tshing peh a tshing peh a
7482956, iak khi
7490227, kau khann gua u tsuat tse siau e tang e tuann hi ta ki liok tsa boo gin a
7506721,sann kam hue i au loh tso sian a sioh m bian tsiah tng a hiooh
7519845, sim kuann
7529118,ah li tsang hng to kio gua khi be tsit kua liau gua khi ban iu lah
7557447,li siann mih si tsu beh tng hitai pah
7569712,tsng mng ai thai lu i king bit khui ah ai khah lian mai king sai khu lai mua
7582130,siah m khi kau pii kau pii si ki pian tsi leh lai ti ma hiah poo khui
7596712,peh khi li khuann mai
7659382,siong gua e khi phinn suah hi e thau tsing tsit puann si ji khong hong kan ni sia e tu tu si ko tng tsu pan khi tsit kang
7662842,tsui khang e khi li kho ling ai tang jit lai tham phu lai pham
7677163, an ne tso kam ok
7697845, kun ni buan oo henn hiong i huat i inn a to u tsit king sann ka mi king ho ah lau bian
7722475,lan hun sann tsiong tsing hing lai tho lun
7765339,sin kiat si tsit ui boo hue tsa poo gin a in ui ui tng iam hiah tshut tua tng phah khang kin kue kin kip e tshiu sut tsiah kue bin
7814034,li kiann loo na e kuai kuai kam si khi uai tioh
7823408,bi kok kah Iran ma u kiong tong li ik pi lu Iran tsi tshi e Shia bin pian
7851610,ui tsit e kak too khuann tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
7862005, kue lai tsi si a lah
7881781, kiann
7967616,tshin tshiunn han lo poo hun e ong lai am kue tsu pun ing kai si tsit e su
8001515, oo sui ia lai a
8015871, honnh lai lai lai lai than sio tsia than sio tsia
8030489,tsit hang tshai lai te u tsham le bong tioh m le bong bi tsin kau tsin phang
8035833,ah beh siann poo
8143885,sap bak a ti tsa tsing si siann mih khuan lang leh tsiah e
8156232,sian se i tsit kui kang liam mih huah kuann liam mih huah luah kam e si tioh ma la li a
8257079,gua hiong i suat bing hit kiann kai tsi
8271238,tsing lang hiann han tsing li an ne kong long kuann in ah ah u khuann suann king tsit e khuann tak ke sin lai long am hua tsit siann gua khoo ah suann e tsiah tshiu ping u iann king tsit puann khi ah
8275257,li si tui ko ui li tioh tioh tsi tsiah ang a e
8301015,lai kai jip tsoo tsi ah si tse tshai po hing
8328678,sun sun e
8339204, P of AB one sio i P of a sing P of B soo i mi of AB si hu soo
8377883,pio it ka mi kah CR thau tsing sann tsap tsit pah goo pah tsit tshing sann tshing goo tshing e kiong kong su tsoo e soo liong liat tshut lai han lo kah tsuan lo hun kui sng thai tho lun tsit e su tsoo pi mi kah CR nng e thong ke bio long gu tshut hian
8385359, i sai poo sak kai u tsu kiam liah tshit ma e gua siann lang khah
8399794,i sing jin iau koh u tsin kan e loo ai kiann
8402818,u gua khiong gua to tsin tshiunn Clinton si gueh ji kau ti New York e Columbia lai hak tsit tiunn e suah kong e
8408002,ka gua au au khi ooh
8440970,kong uai i tsian king m hap hi hi tsioh
8443788,tse tshe phainn a bit ting u sann e tsiu tsiu sann e sik tsui long bo kang
8474550,siann mih thau loo e pi tsit lo khah ho
8479447,lan tsap ji tsing ka jip WTO be leh mih kiann khah bo khio sueh
8499845,li tsa khi si a pin tua khi lai khi hue
8520139,hoo mua
8582751,tsiong giap sau kham sik po ju si kong king ik kiap kiu tshut bu gi tshu kai huai si kia sing hann kai
8584833,li khng u ing khang hau a kau siau khai tsit e ngai khi siong suh sinn e lea si to tsit siang
8593235,mai an ne lah
8610630, kau tann guan tsu bin e tang iong ka ki e bu gi sia kong bun khah sit si tsuan hing tsing i koh tsai hua tsit tua boo
8653797, i na si m suan na e i iau giu si hian sing lok li king khah tai kik lai kong leh i gian si tsue e sim li
8683996,tsiok tse lang leh ioh ai lai e lai e li siann mih si jun ko tann
8711953,tng tang sin the huat tshut sin sit kong i i king siunn pa li suah kong m koh ke nng koh tsin sui
8716981, tsong ni lang kong li hon si ma khuann e si
8749820, tiam biann
8761003, hngh tshiann
8797571,siunn beh hoo se kai koh khah uan bi siunn beh hoo ka ting koh khah hing hok siunn beh hoo se mia koh khah tshiong sit soo i
8802651,na bian siong pan to u tsinn gua sui si thau loo
8838999, Thank e tsiann beh gua lai sann lau tsut king gua thiann lan i ting gi tshiu siok huan he ing gi thok bun
8894437,si G e sim khah kam e tang tshah ti sann G e tshiu ki a lai bin
8955105, si sit giam poo soo
8961638,ti leh koo tsa si tsun ian tong long e kah tsit liap mue a kah tsit te thak khu ang
8991032, 우와
8991044,hua tso u hing tshoo tshu khan ting ti tai uan hian tai si e sann tsap jit ki
9014346, i khenn kui puann poo long khenn bo tham
9039022,na mng kong tsue kin suah loh lai kam koh e u hong thai siong tsio tsit si goo kang si bo khuann e lah huan tsiong ping iu ing kai si bian huan lo
9071241,gua piann e un i tai sing tshiang ui gi tsing lang hiann hun bing su au bo inn bin
9114201, siunn beh ka ti khuann VR to ai sing khi be tsit tsoo khah ho e GPU siat pi
9115762,li sing kiann suh khi tan kai ting a
9144397, जो jin ho e kuan henn
9146475,li tioh ka png tsiah hoo liau
9197114,ti li koo hoo thi mooh tsing tsok poo kong tng iann si tsing tshu bi tsu tong theh iann tsham tsuan tsong thong e ji
9197825,li tsit e lau kau li kam bo hun
9241803,ah sang a la hệ kue ah
9286023, hiong tsing khong
9323655,a lak a phah be phua e
9340011,khun ke put tshinn hun tsa koo hiann na u ban it khuann li leh iong siann mih e kue gua
9439786,kiah gam jueh biu huat e ngit koh hoo hik e ui ku bo
9447104, kann gua se hng te tsiah khui
9510807,gua ngoh gua kue ah thau ke niu si tai pang lai e i tso lang tsin ho
9512191,iu un gian lai han i tshut hak inn ju jin kang ting he tsoo i kau jiu
9512268,na si tsau kang oo e kua leh to si thong koo na si khi tsiah kua leh to si phiang koo tse si kang khuan bo kang sai hu tsiah tui m thang huh m tioh khi
9530729, i koh siann kong tng tso phai ti tsuan se kai sit khi khuan ui kau ting iu koh kong ue u siann
9656661,tsin tsing hui kang gua kau tsing tsik e sia kiunn leh li Roskopf tu ho a sia bun tsiunn i tshut tsit tsiong tso phat u tsin tse hong hiang pat huat bo huat too king hiong su khai e kiat ko lai po tsing gi kok e li ik sin tsi siong bue ma si tioh the pat lang tshit kha tshng
9695231, an ne lah
9708839,gua ka khi lai to e sai ah
9722265,tan si lai pah han ni hok tsap li tshu tshu tioh ai khah se li e
9729530,ah tsit nia iunn tsong tshut sui e
9752115,i tsiok au kah lang kau pue e
9768600, hann
9776843, kho ah inn a i ting tsiah liau ah jin a jit to kau sia ui tsi looh hai tsing bi an ne ka ka pi gong
9786562, tsit e ah si hit e
9799560,tsu tsia e lang ka i bian senn hoo ho hi i hiam sim tse thuah to kuann ki sio khoo lang
9863691,tshu lai khang khue tak tak pi hi tak hang long ai gua tso ngah tso e liau
9876269, kann loo soo pah soo pah
9977641, tu tsiah ong hng lai ui tsiah se lang i khah sng hok e mooh
